studentnum,e_ee_short_score,e_cs_score,expgrad4,e_attend_grad_school,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_reservation,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
601,2.2868278251775926,NA,1,1,0,0,1,1,19,0,IR016EE,2,2.571428571428571,1.428571428571429,149.71428571428572,10,0,8,1.4285714285714288
602,0.8575604344415974,NA,1,0,1,0,1,1,20,0,IR016EE,2.6315789473684212,3.421052631578948,1.5789473684210522,154.21052631578948,9.736842105263158,0.26315789473684226,7.894736842105264,1.5789473684210522
603,0.14292673907359968,NA,1,0,1,0,1,1,20,0,IR016EE,2.7777777777777786,2.2222222222222223,0.5555555555555554,123.33333333333334,10,0,8.055555555555555,1.111111111111111
604,1.572194129809595,NA,1,1,0,1,1,1,21,0,IR016EE,1.714285714285714,3.7142857142857144,1.1428571428571428,161.71428571428572,9.714285714285714,0.2857142857142857,8.571428571428571,0.5714285714285714
605,0.8575604344415974,NA,1,1,1,0,1,1,20,0,IR016EE,2.0588235294117654,2.6470588235294117,1.176470588235294,137.64705882352942,10,0,8.529411764705882,1.176470588235294
606,1.572194129809595,NA,1,0,0,0,1,1,20,0,IR016EE,2.571428571428571,2.2857142857142856,1.4285714285714288,137.42857142857144,10,0,6.857142857142858,0.857142857142857
607,NA,NA,1,NA,0,0,0,0,19,0,IR016EE,2.222222222222222,3.611111111111111,1.1111111111111107,152.22222222222223,10,0,8.055555555555555,1.1111111111111107
608,2.2868278251775926,NA,1,1,0,0,1,1,19,0,IR016EE,1.9354838709677415,3.548387096774193,0.9677419354838708,170.32258064516128,10,0,8.064516129032258,0.967741935483871
609,0.5002435867575985,NA,1,1,0,0,1,1,20,0,IR016EE,1.3157894736842106,2.894736842105263,0.5263157894736843,122.10526315789474,9.736842105263158,0.26315789473684226,7.894736842105264,1.0526315789473686
610,2.2868278251775926,NA,1,1,1,0,1,1,19,0,IR016EE,2.105263157894737,2.6315789473684212,0.7894736842105261,127.36842105263158,9.736842105263158,0.26315789473684226,8.157894736842104,0.7894736842105261
611,0.8575604344415974,NA,1,1,0,0,1,0,20,0,IR016EE,1.875,2.5,0.625,126.25,10,0,8.125,0.3125
612,1.572194129809595,NA,1,1,0,0,1,1,21,0,IR016EE,2.2857142857142856,3.428571428571428,0.5714285714285714,135.14285714285714,10,0,8.285714285714285,0.857142857142857
613,-0.9290238039783968,NA,1,1,1,0,1,1,21,0,IR016EE,2.5,2.5,0.9375,145,9.0625,0.9375,8.125,1.25
614,0.8575604344415974,NA,1,1,0,0,0,0,19,0,IR016EE,2.1875,2.5,1.25,146.5625,9.6875,0.3125,8.125,1.25
615,0.8575604344415974,NA,1,1,0,0,0,0,20,0,IR016EE,2.352941176470588,3.8235294117647056,0.8823529411764706,159.1176470588235,10,0,7.647058823529411,0.8823529411764706
616,1.929510977493594,NA,1,0,0,0,0,0,19,0,IR016EE,2.7272727272727275,2.4242424242424243,0.909090909090909,135.45454545454544,9.696969696969695,0.3030303030303032,7.878787878787879,0.909090909090909
617,2.2868278251775926,NA,1,0,0,1,1,1,21,0,IR016EE,2.5,2.5,0.8333333333333333,130,10,0,8.055555555555555,1.3888888888888893
618,3,NA,1,1,1,0,1,1,21,0,IR016EE,2.0000000000000004,4.333333333333334,1.0000000000000002,170.66666666666666,10,0,8.333333333333334,1
619,2.2868278251775926,NA,1,1,0,0,1,1,21,0,IR016EE,2,3.428571428571429,0.857142857142857,156.57142857142856,10,0,8.285714285714285,1.1428571428571428
620,-0.21439010861039917,NA,1,0,0,0,1,1,19,0,IR016EE,2.121212121212121,2.727272727272727,1.5151515151515151,150,9.696969696969695,0.3030303030303032,8.181818181818182,1.2121212121212122
621,0.8575604344415974,NA,1,0,1,0,0,0,20,0,IR016EE,1.9444444444444444,3.055555555555556,0.5555555555555554,136.38888888888889,9.72222222222222,0.2777777777777777,7.5,0.8333333333333333
622,1.2148772821255962,NA,1,1,1,0,1,0,20,0,IR016EE,2.2222222222222223,3.333333333333334,1.1111111111111107,157.77777777777777,9.72222222222222,0.2777777777777777,8.055555555555555,0.5555555555555555
623,0.5002435867575985,NA,1,0,1,1,1,1,19,0,IR016EE,1.470588235294118,2.9411764705882355,0.8823529411764707,139.11764705882354,10,0,8.823529411764707,0.8823529411764707
624,2.2868278251775926,NA,1,1,0,0,1,0,19,0,IR016EE,2.105263157894737,3.6842105263157894,0.7894736842105261,148.42105263157893,9.736842105263158,0.26315789473684226,8.157894736842104,0.7894736842105261
625,NA,NA,1,NA,0,0,1,1,19,0,IR016EE,2.7272727272727275,3.636363636363636,0.909090909090909,150.3030303030303,9.696969696969695,0.30303030303030326,7.575757575757576,0.909090909090909
626,1.572194129809595,NA,1,0,0,0,0,0,21,0,IR016EE,1.5151515151515151,3.333333333333334,0.909090909090909,132.72727272727275,9.696969696969695,0.3030303030303032,7.878787878787879,1.5151515151515151
627,1.572194129809595,NA,1,0,0,0,1,1,21,0,IR016EE,2.3076923076923075,3.076923076923077,1.5384615384615388,153.84615384615384,9.615384615384617,0.3846153846153848,7.6923076923076925,0.7692307692307696
628,-0.571706956294398,NA,1,0,1,0,1,0,20,0,IR016EE,3.142857142857143,2.8571428571428577,1.1428571428571428,148.28571428571428,9.428571428571429,0.5714285714285714,8,1.428571428571429
629,0.8575604344415974,NA,1,0,0,0,1,1,20,0,IR016EE,1.4705882352941178,3.8235294117647056,0.8823529411764706,156.47058823529412,10,0,8.529411764705882,0.8823529411764707
630,1.572194129809595,NA,1,0,0,0,1,0,21,0,IR016EE,2.4242424242424256,3.0303030303030303,0.6060606060606062,122.42424242424242,10,0,7.878787878787879,0.6060606060606062
631,0.8575604344415974,NA,1,1,1,0,1,0,19,0,IR016EE,2.4242424242424243,3.333333333333334,0.909090909090909,133.03030303030303,10,0,8.181818181818182,0.6060606060606061
632,2.2868278251775926,NA,1,0,0,0,1,0,20,0,IR016EE,2.0000000000000004,2.285714285714285,0.5714285714285714,124.57142857142856,9.428571428571429,0.5714285714285713,8.571428571428571,1.1428571428571428
633,1.2148772821255962,NA,1,1,1,0,0,0,19,0,IR016EE,1.9354838709677415,2.903225806451613,0.9677419354838708,161.93548387096774,10,0,8.709677419354838,0.9677419354838708
634,1.929510977493594,NA,1,1,1,0,1,0,19,0,IR016EE,1.9230769230769231,3.076923076923077,1.9230769230769231,154.23076923076923,10,0,7.6923076923076925,1.1538461538461535
635,0.5002435867575985,NA,1,0,0,0,0,0,20,0,IR016EE,1.818181818181818,2.727272727272727,1.2121212121212122,146.36363636363637,9.696969696969695,0.3030303030303032,8.787878787878787,0.6060606060606062
636,0.5002435867575985,NA,1,1,1,0,1,0,20,0,IR016EE,2.5,2.2222222222222223,0.8333333333333333,121.66666666666666,9.72222222222222,0.2777777777777777,7.5,1.111111111111111
637,2.6441446728615916,NA,1,0,0,0,1,1,21,0,IR016EE,3.0303030303030303,3.0303030303030303,1.2121212121212124,136.66666666666669,10,0,7.575757575757576,1.818181818181818
638,2.6441446728615916,NA,1,1,1,0,1,1,19,0,IR016EE,1.7647058823529411,2.6470588235294117,1.176470588235294,145.2941176470588,10,0,7.647058823529411,0.8823529411764707
639,1.929510977493594,NA,1,1,0,0,1,0,20,0,IR016EE,2.352941176470588,2.9411764705882346,0.8823529411764706,148.52941176470588,9.705882352941176,0.2941176470588235,8.529411764705882,0.8823529411764707
640,1.572194129809595,NA,1,0,1,0,1,1,20,0,IR016EE,1.875,2.8125,0.9375,131.5625,10,0,8.4375,0.9375
641,2.2868278251775926,NA,1,1,0,0,1,1,20,0,IR016EE,1.25,2.5,0.9375,132.8125,10,0,8.125,1.25
642,1.572194129809595,NA,1,1,1,0,1,0,21,0,IR016EE,2,4,1,173,10,0,8.666666666666668,1.3333333333333337
643,0.8575604344415974,NA,1,1,0,0,1,1,20,0,IR016EE,2.5,2.5,1.4285714285714288,132.14285714285714,10,0,7.142857142857143,1.0714285714285716
644,1.572194129809595,NA,1,0,1,1,1,1,20,0,IR016EE,1.7647058823529411,3.5294117647058822,0.8823529411764706,150.8823529411765,9.411764705882351,0.588235294117647,8.235294117647058,1.1428571428571428
645,0.5002435867575985,NA,1,1,1,0,0,1,22,0,IR016EE,2.2857142857142856,2.2857142857142856,0.857142857142857,124.85714285714286,10,0,8,0.5714285714285714
646,2.6441446728615916,NA,1,0,0,0,1,1,19,0,IR016EE,2,3.7142857142857144,1.1428571428571428,166.85714285714286,9.714285714285714,0.2857142857142857,8.571428571428571,0.5714285714285714
647,NA,NA,1,NA,1,0,1,0,20,0,IR016EE,2.5,2.5,1.0714285714285716,131.42857142857142,10,0,7.142857142857143,1.4285714285714288
648,1.929510977493594,NA,1,1,0,0,1,1,19,0,IR016EE,2.058823529411765,1.7647058823529411,0.8823529411764706,133.23529411764704,10,0,7.941176470588235,0.588235294117647
649,2.2868278251775926,NA,1,0,1,0,1,1,20,0,IR016EE,2.121212121212121,2.4242424242424243,0.909090909090909,132.42424242424244,10,0,7.878787878787879,0.909090909090909
650,0.5002435867575985,NA,1,1,1,1,1,1,20,0,IR016EE,1.714285714285714,3.428571428571428,0.857142857142857,143.7142857142857,9.714285714285714,0.28571428571428564,7.714285714285714,1.1428571428571428
651,1.2148772821255962,NA,1,0,1,0,1,0,20,0,IR016EE,1.818181818181818,1.5151515151515151,0.6060606060606062,107.87878787878788,10,0,7.575757575757576,0.3030303030303032
652,1.572194129809595,NA,1,0,1,0,1,1,19,0,IR016EE,2.2857142857142856,2.571428571428571,0.857142857142857,134.85714285714286,10,0,7.714285714285714,0.857142857142857
653,0.14292673907359968,NA,1,0,1,0,0,0,19,0,IR016EE,3.125,3.125,0.625,138.4375,10,0,7.8125,0.9375
654,0.5002435867575985,NA,1,1,0,1,1,1,20,0,IR016EE,2,2.285714285714286,1.7142857142857135,150.57142857142856,10,0,7.142857142857143,0.8571428571428572
655,0.8575604344415974,NA,1,0,1,0,1,0,20,0,IR016EE,2.2857142857142856,2.0000000000000004,0.5714285714285714,122.57142857142856,9.714285714285714,0.28571428571428564,8.285714285714285,0.5714285714285714
656,0.8575604344415974,NA,1,1,0,1,1,1,20,0,IR016EE,2.121212121212121,3.939393939393939,0.909090909090909,148.78787878787878,10,0,8.181818181818182,0.9090909090909088
657,1.2148772821255962,NA,1,1,0,0,1,1,20,0,IR016EE,2.727272727272727,3.0303030303030303,1.2121212121212124,153.63636363636363,9.696969696969695,0.30303030303030326,7.575757575757576,1.2121212121212122
658,1.929510977493594,NA,1,0,1,0,0,0,20,0,IR016EE,2.2857142857142856,2.0000000000000004,0.857142857142857,110.57142857142856,10,0,7.142857142857143,0.857142857142857
659,2.6441446728615916,NA,1,0,0,0,1,0,20,0,IR016EE,2,3.7142857142857144,1.1428571428571428,145.42857142857142,10,0,8.285714285714286,1.1428571428571428
660,NA,NA,1,NA,1,0,1,0,20,0,IR016EE,2.962962962962963,1.851851851851852,0.7407407407407407,127.4074074074074,9.62962962962963,0.3703703703703706,7.777777777777778,0
661,2.2868278251775926,NA,1,0,1,0,1,1,21,0,IR016EE,2.0588235294117654,3.5294117647058822,1.176470588235294,158.23529411764704,10,0,8.529411764705882,1.4705882352941178
662,1.572194129809595,NA,1,1,1,0,0,0,19,0,IR016EE,2.647058823529412,2.9411764705882355,1.4705882352941178,152.94117647058823,9.705882352941176,0.2941176470588235,7.941176470588235,1.4705882352941173
663,0.5002435867575985,NA,1,0,1,1,1,1,20,0,IR016EE,1.7647058823529411,4.117647058823529,1.176470588235294,167.35294117647058,10,0,8.235294117647058,0.588235294117647
664,1.572194129809595,NA,1,1,1,0,1,0,21,0,IR016EE,1.9354838709677415,2.903225806451613,0.645161290322581,126.12903225806453,10,0,8.387096774193548,0.3225806451612905
665,0.14292673907359968,NA,1,0,1,0,1,1,20,0,IR016EE,2.2857142857142856,3.428571428571428,0.8571428571428572,159.42857142857144,9.714285714285714,0.28571428571428564,8,1.1428571428571428
666,1.572194129809595,NA,1,0,1,1,1,0,19,0,IR016EE,2.8125,1.875,0.625,120.9375,9.375,0.625,7.5,0.625
667,0.14292673907359968,NA,1,1,1,0,0,0,21,0,IR016EE,2,2.857142857142858,0.857142857142857,137.71428571428572,10,0,8.285714285714285,0.857142857142857
668,1.572194129809595,NA,1,1,0,1,0,0,19,0,IR016EE,2.571428571428571,2.571428571428571,0.8571428571428572,140.57142857142856,9.428571428571429,0.5714285714285714,8,1.1428571428571428
669,1.572194129809595,NA,1,1,1,0,0,0,20,0,IR016EE,2.352941176470588,2.352941176470588,0.588235294117647,127.64705882352942,9.705882352941176,0.2941176470588235,8.823529411764707,0.8823529411764707
670,2.2868278251775926,NA,1,1,0,1,1,1,20,0,IR016EE,1.714285714285714,3.142857142857143,0.857142857142857,131.14285714285714,10,0,7.714285714285714,1.1428571428571428
671,1.572194129809595,NA,1,0,1,1,0,0,19,0,IR016EE,2.352941176470588,2.0588235294117645,0.8823529411764706,115,10,0,7.647058823529411,0.588235294117647
672,NA,NA,1,1,0,0,1,1,20,0,IR020CS,0.952380952380952,0.9523809523809524,0,78.57142857142857,1.9047619047619049,2.8571428571428568,3.333333333333334,3.333333333333334
673,NA,NA,1,0,0,0,0,0,20,0,IR020CS,0.9090909090909092,0.909090909090909,0,104.54545454545456,2.727272727272727,3.1818181818181825,4.545454545454545,2.727272727272727
674,NA,NA,1,NA,0,0,1,1,20,0,IR020CS,0.6451612903225811,1.935483870967742,0.32258064516129054,79.6774193548387,3.225806451612904,2.258064516129032,4.193548387096774,3.870967741935484
675,NA,-0.7253536611797397,1,1,1,0,0,0,20,0,IR020CS,1.0344827586206895,1.0344827586206895,0,102.75862068965516,3.103448275862069,2.7586206896551726,4.137931034482759,2.7586206896551726
676,NA,-0.7253536611797397,1,1,1,0,0,1,20,0,IR020CS,0.4166666666666668,1.25,0,105.41666666666669,3.333333333333334,3.75,3.333333333333334,3.75
677,NA,NA,1,NA,1,0,1,1,20,0,IR020CS,0.8333333333333333,1.666666666666667,0,79.58333333333334,2.5,1.6666666666666663,3.75,3.333333333333334
678,NA,NA,1,1,0,0,1,1,20,0,IR020CS,0.2941176470588235,2.352941176470588,0,95.29411764705884,3.235294117647059,1.176470588235294,2.9411764705882346,4.11764705882353
679,NA,1.1041097601208845,1,0,0,1,1,1,21,0,IR020CS,0.7999999999999998,1.6,0,113.6,3.2,3.1999999999999993,4.4,4.4
680,NA,3,1,1,0,0,0,0,19,0,IR020CS,0.8000000000000002,1.6,0,74.39999999999999,2.4,2.8000000000000003,4.8,3.1999999999999993
681,NA,NA,1,1,0,0,1,1,20,0,IR020CS,0.4166666666666668,2.0833333333333335,0,96.25,2.0833333333333335,2.5,2.916666666666666,3.75
682,NA,NA,1,NA,0,0,0,0,20,0,IR020CS,0.8695652173913047,1.3043478260869563,0,99.56521739130436,3.0434782608695654,2.1739130434782608,3.0434782608695654,4.782608695652175
683,NA,NA,1,0,0,1,1,1,20,0,IR020CS,0.5555555555555554,2.2222222222222223,0,97.7777777777778,3.888888888888889,1.6666666666666663,3.333333333333334,3.888888888888889
684,NA,1.1041097601208845,1,1,0,1,1,1,21,0,IR020CS,0,2.9411764705882355,0,91.17647058823528,2.352941176470588,1.7647058823529411,2.352941176470588,3.5294117647058822
685,NA,NA,1,1,1,0,1,0,21,0,IR020CS,0.3333333333333333,1.6666666666666672,0,98.66666666666669,3.333333333333334,2.333333333333333,3.6666666666666665,3.6666666666666665
686,NA,-0.7253536611797397,1,1,0,0,0,0,20,0,IR020CS,0.35714285714285726,2.142857142857143,0,108.21428571428572,4.285714285714286,2.5,3.928571428571429,3.571428571428571
687,NA,0.05870209080624213,1,1,1,0,0,0,20,0,IR020CS,0.909090909090909,1.818181818181818,0,106.8181818181818,3.636363636363636,2.2727272727272725,3.1818181818181825,3.6363636363636367
688,NA,0.05870209080624213,1,1,0,0,0,0,22,0,IR020CS,0.3333333333333333,2,0,98,2.333333333333333,2.0000000000000004,3.333333333333334,4.333333333333334
689,NA,0.32005400813490276,1,1,0,0,1,0,20,0,IR020CS,1.3636363636363638,1.3636363636363638,0,94.54545454545456,2.727272727272727,2.272727272727273,3.6363636363636367,2.727272727272727
690,NA,NA,1,NA,0,0,0,0,21,0,IR020CS,0.909090909090909,1.3636363636363638,0,103.63636363636364,3.1818181818181825,2.727272727272727,3.6363636363636367,3.636363636363636
691,NA,NA,1,NA,0,0,1,1,20,0,IR020CS,0,2.592592592592593,0,97.4074074074074,2.962962962962963,1.4814814814814814,4.444444444444445,4.814814814814815
692,NA,NA,1,0,0,1,1,1,21,0,IR020CS,0.35714285714285726,0.7142857142857144,0,103.21428571428572,3.2142857142857144,2.1428571428571423,2.5,5
693,NA,-0.7253536611797397,1,0,1,0,1,0,20,0,IR020CS,0.7692307692307694,1.5384615384615388,0,101.92307692307692,3.4615384615384617,1.9230769230769231,3.8461538461538463,3.8461538461538463
694,NA,NA,1,1,1,0,1,1,21,0,IR020CS,0.8695652173913048,1.7391304347826089,0,101.73913043478262,3.0434782608695654,3.4782608695652173,3.0434782608695654,3.4782608695652173
695,NA,-0.20264982652241847,1,0,0,0,0,0,21,0,IR020CS,0.7999999999999998,2.0000000000000004,0,84.80000000000001,2.0000000000000004,2.3999999999999995,3.1999999999999993,2.8000000000000003
696,NA,NA,1,1,0,0,NA,NA,20,0,IR020CS,1.5384615384615383,2.3076923076923075,0,90.76923076923076,2.3076923076923075,3.076923076923077,3.8461538461538463,3.8461538461538463
697,NA,NA,1,0,0,0,1,0,20,0,IR020CS,0,2.222222222222222,0,105.1851851851852,3.703703703703704,1.4814814814814814,3.333333333333334,4.814814814814815
698,NA,NA,1,0,0,0,1,0,19,0,IR020CS,0.7692307692307694,1.5384615384615383,0,85.38461538461539,3.0769230769230766,0.7692307692307694,3.076923076923077,3.076923076923077
699,NA,-0.7253536611797397,1,1,1,0,1,1,21,0,IR020CS,1.0344827586206895,0.6896551724137929,0,96.20689655172414,2.7586206896551726,2.068965517241379,2.7586206896551717,3.793103448275861
700,NA,0.842757842792224,1,0,0,1,0,0,20,0,IR020CS,0.8333333333333336,2.0833333333333335,0,91.25,2.5,2.916666666666666,3.75,3.333333333333334
701,NA,NA,1,NA,0,1,1,0,20,0,IR020CS,0,2.352941176470588,0,90.58823529411764,2.9411764705882346,1.176470588235294,3.5294117647058822,5.882352941176471
702,NA,NA,1,1,0,0,1,1,21,0,IR020CS,1.25,1.25,0,83.125,1.875,3.75,3.125,3.75
703,NA,NA,1,0,0,0,0,0,21,0,IR020CS,0.6896551724137933,1.379310344827586,0,83.79310344827586,3.103448275862069,1.0344827586206895,2.7586206896551717,2.7586206896551717
704,NA,NA,1,1,0,0,1,0,21,0,IR020CS,0.4999999999999999,3,0,80,1.0000000000000002,2,4,1.5
705,NA,NA,1,NA,0,1,1,1,19,0,IR020CS,1.1999999999999995,0.8000000000000002,0,84.4,2.4,1.1999999999999995,4.8,3.2
706,NA,0.32005400813490276,1,0,1,1,1,1,21,0,IR020CS,0.7692307692307696,0.7692307692307694,0,98.84615384615384,2.3076923076923075,3.076923076923077,4.230769230769231,2.6923076923076925
707,NA,NA,1,0,0,0,1,1,20,0,IR020CS,0,1.9230769230769231,0,97.30769230769228,2.3076923076923075,1.5384615384615383,3.461538461538461,5.384615384615385
708,NA,NA,1,1,1,0,0,0,21,0,IR020CS,0.6666666666666666,2,0,88.66666666666667,2.666666666666667,1.6666666666666663,4,3
709,NA,-0.7253536611797397,1,1,0,0,0,1,21,0,IR020CS,0.6896551724137929,1.379310344827586,0,100.6896551724138,3.4482758620689644,2.7586206896551726,3.4482758620689657,3.793103448275862
710,NA,-0.7253536611797397,1,1,0,0,1,1,21,0,IR020CS,0.3846153846153847,1.5384615384615392,0,101.15384615384616,3.461538461538461,1.1538461538461535,4.230769230769231,3.4615384615384617
711,NA,NA,1,0,0,0,0,0,21,0,IR020CS,0,2.2222222222222214,0,93.7037037037037,2.592592592592593,1.4814814814814814,4.444444444444445,4.814814814814815
712,NA,-0.7253536611797397,1,1,0,1,0,0,20,0,IR020CS,0,2.3809523809523805,0,96.66666666666669,3.333333333333334,0.9523809523809524,3.8095238095238098,4.285714285714286
713,NA,NA,1,1,0,0,1,0,20,0,IR020CS,0.35714285714285726,1.4285714285714288,0,99.64285714285714,3.2142857142857144,2.142857142857143,3.571428571428571,4.285714285714286
714,NA,NA,1,NA,0,0,0,0,20,0,IR020CS,0.909090909090909,0.4545454545454546,0,92.27272727272728,3.1818181818181817,1.3636363636363638,4.090909090909091,2.727272727272727
715,NA,NA,1,1,0,1,1,1,20,0,IR020CS,0.43478260869565233,2.1739130434782608,0,101.30434782608695,3.4782608695652177,0.8695652173913048,4.782608695652175,3.91304347826087
716,NA,0.32005400813490276,1,0,0,1,1,1,20,0,IR020CS,0.39999999999999986,2.0000000000000004,0,89.2,2,2.8000000000000003,3.5999999999999996,2.8
717,NA,NA,1,0,0,0,1,1,20,0,IR020CS,0,2.258064516129033,0,90.64516129032258,2.903225806451613,1.6129032258064515,2.5806451612903225,4.193548387096774
718,NA,NA,1,0,0,0,1,1,19,0,IR020CS,0.8695652173913047,1.3043478260869568,0,98.26086956521738,2.608695652173913,3.4782608695652177,3.9130434782608696,3.9130434782608696
719,NA,0.05870209080624213,1,0,0,0,1,1,21,0,IR020CS,0.9090909090909092,1.8181818181818177,0,88.63636363636363,2.727272727272727,2.272727272727273,3.6363636363636367,2.727272727272727
720,NA,NA,1,NA,0,1,1,1,20,0,IR020CS,1.0526315789473686,2.1052631578947367,0,81.57894736842107,1.5789473684210522,2.6315789473684212,3.1578947368421053,3.1578947368421053
721,NA,NA,1,0,0,0,1,1,20,0,IR020CS,0.7692307692307694,1.5384615384615383,0,86.15384615384615,3.0769230769230766,1.5384615384615383,3.076923076923077,3.8461538461538463
722,NA,-0.7253536611797397,1,0,0,0,0,0,22,0,IR020CS,0.6666666666666666,1.666666666666667,0,91.33333333333331,2.666666666666667,2.333333333333333,3.6666666666666665,4.000000000000001
723,NA,NA,1,1,0,1,1,1,20,0,IR020CS,0,2.068965517241379,0,105.86206896551724,3.103448275862069,2.068965517241379,3.793103448275861,3.4482758620689653
724,NA,-0.7253536611797397,1,0,0,1,1,1,22,0,IR020CS,0.9677419354838712,0.967741935483871,0,98.38709677419357,2.903225806451613,3.225806451612904,3.870967741935484,3.225806451612904
725,NA,0.32005400813490276,1,1,1,1,1,1,21,0,IR020CS,0,2.333333333333333,0,91,2.666666666666667,1.3333333333333337,4.333333333333334,3.6666666666666665
726,NA,NA,1,0,0,1,1,1,21,0,IR020CS,1.25,1.666666666666667,0,102.5,3.75,1.25,4.166666666666666,3.75
727,NA,0.05870209080624213,1,1,0,1,1,0,20,0,IR020CS,0,2.3076923076923075,0,94.23076923076924,3.461538461538461,1.1538461538461535,3.4615384615384617,4.615384615384615
728,NA,0.842757842792224,1,1,0,1,1,0,20,0,IR020CS,0.588235294117647,1.7647058823529411,0,88.23529411764707,2.352941176470588,1.7647058823529411,2.352941176470588,3.5294117647058822
729,NA,1.1041097601208845,1,0,0,1,1,1,21,0,IR020CS,0.4999999999999999,2.999999999999999,0,85,1.5,2.5,3.5,2.5
730,NA,NA,1,1,0,1,0,0,19,0,IR020CS,0,3.333333333333334,0,97.2222222222222,3.8888888888888897,1.111111111111111,3.333333333333334,5
731,NA,-0.7253536611797397,1,1,0,0,0,0,21,0,IR020CS,0.7407407407407407,1.1111111111111107,0,92.5925925925926,3.333333333333334,2.2222222222222223,3.703703703703704,3.333333333333334
732,NA,NA,1,NA,0,0,1,0,19,0,IR020CS,0.7692307692307696,1.5384615384615383,0,78.46153846153845,1.9230769230769231,2.6923076923076925,4.23076923076923,1.9230769230769231
733,NA,0.05870209080624213,1,0,0,1,1,1,21,0,IR020CS,0.4999999999999999,2.5,0,112,4,2.5,2.5,4.500000000000001
734,NA,NA,1,1,0,0,0,0,21,0,IR020CS,1.379310344827586,1.379310344827586,0,102.41379310344828,3.4482758620689653,2.068965517241379,3.793103448275862,3.103448275862069
735,NA,0.32005400813490276,1,0,1,0,0,0,20,0,IR020CS,1.1111111111111107,1.4814814814814814,0,110,3.333333333333334,2.592592592592593,4.0740740740740735,3.333333333333334
736,NA,NA,1,1,0,0,1,1,22,0,IR020CS,0.7999999999999998,2.8,0,83.6,2.4,2,4.8,2.4
737,NA,NA,1,1,1,0,1,0,23,0,IR020CS,0.9999999999999998,0.6666666666666666,0,92.33333333333331,2.333333333333333,3.6666666666666665,4,3
738,NA,-0.4640017438510791,1,0,0,0,1,1,21,0,IR020CS,0,1.666666666666667,0,98.33333333333334,2.333333333333333,2,3.333333333333334,4.333333333333334
739,NA,NA,1,1,1,0,1,0,22,0,IR020CS,0.8108108108108104,1.3513513513513518,0,101.35135135135135,2.972972972972973,2.972972972972973,3.5135135135135136,3.7837837837837833
740,NA,NA,1,0,0,0,1,1,21,0,IR020CS,0,2.083333333333333,0,108.75,3.75,1.25,2.916666666666666,4.166666666666666
741,NA,NA,1,1,1,0,1,1,20,0,IR020CS,0,2.5,0,102.14285714285714,3.928571428571429,1.4285714285714288,3.571428571428571,5.357142857142858
742,NA,NA,1,NA,0,0,0,0,20,0,IR020CS,0,2.142857142857143,0,92.5,2.5,1.428571428571429,4.285714285714286,5
743,NA,NA,1,1,0,1,0,0,19,0,IR020CS,0,3.1578947368421044,0,91.05263157894736,2.6315789473684212,1.5789473684210522,2.6315789473684212,4.736842105263158
744,NA,-0.7253536611797397,1,1,0,1,1,1,20,0,IR020CS,0,2.1052631578947367,0,91.57894736842104,1.5789473684210529,2.1052631578947367,4.736842105263158,3.1578947368421053
745,NA,1.3654616774495452,1,1,0,0,1,1,20,0,IR020CS,0.7407407407407409,1.4814814814814814,0,77.03703703703704,2.592592592592593,2.222222222222222,4.444444444444445,2.962962962962963
746,NA,NA,1,0,0,0,0,0,20,0,IR020CS,0.2941176470588235,2.352941176470588,0,94.41176470588236,3.235294117647059,1.176470588235294,3.235294117647059,4.411764705882353
747,NA,NA,1,NA,0,0,0,1,20,0,IR020CS,0.7692307692307696,0.7692307692307694,0,86.15384615384616,1.9230769230769231,3.076923076923077,3.076923076923077,3.076923076923077
748,NA,-0.7253536611797397,1,0,0,0,1,1,21,0,IR020CS,1.3636363636363638,1.3636363636363638,0,112.27272727272728,2.7272727272727275,3.636363636363636,4.545454545454545,1.818181818181818
749,NA,-0.7253536611797397,1,1,0,1,1,1,21,0,IR020CS,0,2.608695652173913,0,102.17391304347828,3.0434782608695654,2.1739130434782608,3.0434782608695654,3.91304347826087
750,NA,-0.7253536611797397,1,0,0,0,0,0,19,0,IR020CS,0.5263157894736844,2.6315789473684212,0,83.15789473684211,1.5789473684210522,2.1052631578947367,3.6842105263157894,2.6315789473684212
751,NA,NA,1,NA,0,0,0,1,20,0,IR020CS,1.1111111111111107,1.4814814814814814,0,83.33333333333331,1.8518518518518523,2.222222222222222,3.703703703703704,2.5925925925925917
752,NA,NA,1,0,1,1,1,0,20,0,IR020CS,0.3333333333333333,2,0,96.66666666666669,2.666666666666667,0.6666666666666667,4.333333333333332,5
753,NA,NA,1,1,0,0,1,0,21,0,IR020CS,0.7142857142857145,1.0714285714285716,0,82.5,1.4285714285714288,3.571428571428571,2.857142857142858,2.857142857142858
754,NA,NA,1,NA,0,0,0,1,20,0,IR020CS,0.4545454545454547,2.7272727272727275,0,93.1818181818182,2.2727272727272725,0.909090909090909,4.090909090909091,5
755,NA,NA,1,0,0,1,1,1,20,0,IR020CS,1.1111111111111107,2.222222222222222,0,107.7777777777778,4.444444444444445,1.111111111111111,2.7777777777777777,4.444444444444445
756,NA,-0.7253536611797397,1,1,0,0,1,1,19,0,IR020CS,0,1.6,0,98,3.6000000000000005,2,2.8000000000000003,4
