studentnum,e_ee_short_score,e_cs_score,expgrad4,e_attend_grad_school,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_reservation,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
1656,NA,NA,1,0,1,1,0,0,19,0,IR042CS,6.315789473684211,2.1052631578947367,2.1052631578947367,81.57894736842104,2.1052631578947367,1.0526315789473686,2.6315789473684212,1.5789473684210529
1657,NA,2.4108693467641875,1,1,0,0,0,0,20,0,IR042CS,6.666666666666666,1.666666666666667,1.666666666666667,84.16666666666666,1.666666666666667,1.6666666666666663,2.5,0.8333333333333331
1658,NA,-0.7253536611797397,1,1,0,0,1,1,19,0,IR042CS,3.333333333333334,0,0.6666666666666666,76.66666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666667,2.666666666666667
1659,NA,NA,1,1,1,1,0,0,21,0,IR042CS,6.666666666666666,1.9047619047619049,1.9047619047619049,75.71428571428571,2.8571428571428568,0.952380952380952,3.333333333333334,1.4285714285714288
1660,NA,NA,1,NA,1,0,0,0,20,0,IR042CS,5.555555555555555,1.1111111111111112,2.2222222222222223,87.77777777777779,2.2222222222222223,1.111111111111111,2.2222222222222223,1.1111111111111107
1661,NA,0.32005400813490276,1,0,0,0,0,0,21,0,IR042CS,5.454545454545454,1.818181818181818,1.818181818181818,83.63636363636363,1.818181818181818,0.909090909090909,1.818181818181818,0.909090909090909
1662,NA,NA,1,1,0,0,0,0,20,0,IR042CS,6.315789473684211,1.0526315789473684,2.1052631578947367,91.05263157894736,2.1052631578947367,1.5789473684210522,2.6315789473684212,2.1052631578947367
1663,NA,NA,1,NA,0,0,0,1,19,0,IR042CS,6.666666666666666,0.5555555555555554,3.333333333333334,100.55555555555556,3.333333333333334,1.1111111111111107,3.888888888888889,2.7777777777777777
1664,NA,-0.7253536611797397,1,1,0,1,0,0,19,0,IR042CS,6.470588235294118,0.588235294117647,2.9411764705882346,98.23529411764709,2.9411764705882346,1.176470588235294,3.5294117647058822,2.9411764705882346
1665,NA,0.32005400813490276,1,0,0,1,1,0,19,0,IR042CS,6.111111111111112,0.5555555555555554,2.7777777777777777,97.7777777777778,2.7777777777777777,2.2222222222222214,3.888888888888889,2.7777777777777777
1666,NA,NA,0,NA,1,0,0,0,20,0,IR042CS,7.058823529411765,0.588235294117647,3.5294117647058822,104.70588235294116,3.5294117647058822,1.176470588235294,4.117647058823529,2.352941176470588
1667,NA,NA,1,1,0,0,1,1,19,0,IR042CS,5.384615384615384,0.7692307692307693,3.076923076923077,110,3.076923076923077,1.5384615384615383,3.076923076923077,2.3076923076923075
1668,NA,-0.7253536611797397,1,1,1,0,0,0,20,0,IR042CS,1.9047619047619049,0,1.4285714285714288,83.80952380952381,1.4285714285714288,1.4285714285714288,2.380952380952381,2.8571428571428577
1669,NA,NA,1,0,1,1,0,0,20,0,IR042CS,6,1.5,0,66,0,5.5,3.5,2.5
1670,NA,-0.20264982652241847,1,1,0,0,1,1,19,0,IR042CS,6.666666666666666,0,3.333333333333334,105.33333333333331,3.333333333333334,2.0000000000000004,4,2.0000000000000004
1671,NA,0.842757842792224,1,1,0,1,0,0,19,0,IR042CS,6.842105263157895,0.5263157894736843,3.1578947368421053,98.94736842105264,3.1578947368421053,1.5789473684210522,4.2105263157894735,2.6315789473684212
1672,NA,NA,1,1,1,0,0,0,20,0,IR042CS,2.7272727272727275,0,0.909090909090909,75,0.909090909090909,1.3636363636363635,1.818181818181818,2.727272727272727
1673,NA,NA,1,1,0,0,1,1,20,0,IR042CS,5.384615384615384,0.7692307692307693,3.076923076923077,110,3.076923076923077,1.5384615384615383,3.076923076923077,2.3076923076923075
1674,NA,-0.20264982652241847,1,0,1,0,0,0,20,0,IR042CS,2.5,0,1.25,80,1.25,1.666666666666667,2.083333333333333,2.916666666666666
1675,NA,0.5814059254635634,1,1,0,1,1,1,19,0,IR042CS,4.7368421052631575,0.5263157894736842,2.6315789473684212,89.47368421052632,2.6315789473684212,1.5789473684210522,2.6315789473684212,3.1578947368421044
1676,NA,NA,1,1,0,0,1,1,19,0,IR042CS,7.222222222222222,1.1111111111111107,3.333333333333334,103.88888888888889,3.333333333333334,2.2222222222222214,4.444444444444445,2.2222222222222223
1677,NA,NA,1,1,1,1,0,0,20,0,IR042CS,6.666666666666666,0.6666666666666666,3.333333333333334,108,3.333333333333334,1.3333333333333333,3.333333333333334,2.666666666666667
1678,NA,NA,1,1,1,0,0,0,19,0,IR042CS,7.222222222222222,0.5555555555555554,3.333333333333334,103.33333333333334,3.333333333333334,2.222222222222222,5,2.2222222222222223
1679,NA,NA,1,1,0,0,1,0,19,0,IR042CS,6.666666666666666,1.9047619047619049,1.9047619047619049,75.71428571428571,2.8571428571428568,0.952380952380952,3.333333333333334,1.4285714285714288
1680,NA,-0.7253536611797397,1,0,1,0,0,0,21,0,IR042CS,5.833333333333334,1.666666666666667,1.666666666666667,83.33333333333334,1.666666666666667,1.6666666666666663,2.5,0.8333333333333331
1681,NA,-0.20264982652241847,1,1,0,0,0,0,19,0,IR042CS,5.384615384615384,0.7692307692307693,3.076923076923077,110,3.076923076923077,1.5384615384615383,3.076923076923077,2.3076923076923075
1682,NA,NA,1,0,1,0,0,0,20,0,IR042CS,5.7142857142857135,0.47619047619047616,0,67.14285714285714,0,3.333333333333334,0.9523809523809524,1.9047619047619049
1683,NA,-0.7253536611797397,1,1,0,0,0,0,19,0,IR042CS,5.555555555555555,1.1111111111111112,2.2222222222222223,87.77777777777779,2.2222222222222223,1.111111111111111,2.2222222222222223,1.1111111111111107
1684,NA,NA,1,1,0,0,1,1,20,0,IR042CS,4.166666666666666,1.666666666666667,1.666666666666667,86.66666666666666,1.666666666666667,1.6666666666666663,0.8333333333333335,2.5
1685,NA,-0.7253536611797397,1,NA,1,0,1,1,19,0,IR042CS,6.666666666666668,0.8333333333333333,1.666666666666667,92.5,1.666666666666667,2.5,1.666666666666667,1.6666666666666663
1686,NA,-0.7253536611797397,1,0,0,0,1,0,19,0,IR042CS,6.428571428571428,2.142857142857143,2.142857142857143,84.28571428571429,2.142857142857143,0.7142857142857145,2.142857142857143,1.4285714285714288
1687,NA,NA,1,0,1,0,0,0,19,0,IR042CS,5,1.666666666666667,2.7777777777777777,84.44444444444444,2.7777777777777777,0.5555555555555554,2.7777777777777777,1.666666666666667
1688,NA,-0.7253536611797397,1,NA,1,0,0,0,20,0,IR042CS,5.833333333333334,1.666666666666667,1.666666666666667,83.33333333333334,1.666666666666667,1.6666666666666663,2.5,0.8333333333333331
1689,NA,NA,1,NA,1,1,1,0,19,0,IR042CS,6.666666666666666,2.2222222222222223,1.666666666666667,76.11111111111111,2.2222222222222223,0.5555555555555554,2.2222222222222223,1.666666666666667
1690,NA,-0.20264982652241847,1,0,1,1,0,0,20,0,IR042CS,6.666666666666666,1.9047619047619049,1.9047619047619049,75.71428571428571,2.8571428571428568,0.952380952380952,3.333333333333334,1.4285714285714288
1691,NA,NA,1,1,0,0,1,1,19,0,IR042CS,7.222222222222222,1.1111111111111107,3.333333333333334,104.44444444444444,3.333333333333334,1.6666666666666663,4.444444444444445,2.2222222222222223
1692,NA,-0.7253536611797397,1,1,1,1,1,1,19,0,IR042CS,5.555555555555555,1.666666666666667,1.666666666666667,70,2.7777777777777777,0.5555555555555554,2.7777777777777777,1.666666666666667
1693,NA,0.842757842792224,1,0,0,1,0,0,19,0,IR042CS,2.5,0,1.25,80,1.25,1.666666666666667,2.0833333333333335,2.916666666666666
1694,NA,0.842757842792224,1,0,0,1,0,0,19,0,IR042CS,4.761904761904762,0.47619047619047616,1.4285714285714288,75.71428571428571,1.4285714285714288,2.8571428571428568,2.3809523809523805,1.428571428571429
1695,NA,NA,NA,NA,0,0,1,1,21,0,IR042CS,6.428571428571428,0.7142857142857144,3.571428571428571,108.57142857142858,3.571428571428571,0.7142857142857144,3.571428571428571,2.8571428571428568
1696,NA,NA,1,NA,0,0,1,0,19,0,IR042CS,2.608695652173913,0,1.3043478260869563,79.13043478260869,1.3043478260869563,1.3043478260869563,2.1739130434782608,2.608695652173913
1697,NA,-0.20264982652241847,1,0,1,0,0,0,0,1,IR042CS,2.608695652173913,0,1.3043478260869563,79.13043478260869,1.3043478260869563,1.3043478260869563,2.1739130434782608,2.608695652173913
1698,NA,NA,1,1,0,0,0,0,19,0,IR042CS,2.608695652173913,0,1.3043478260869563,79.13043478260869,1.3043478260869563,1.3043478260869563,2.1739130434782608,2.608695652173913
1699,NA,NA,1,0,1,0,1,0,20,0,IR042CS,3.333333333333333,0.9523809523809524,1.9047619047619049,90.95238095238096,1.9047619047619049,1.4285714285714288,2.380952380952381,1.9047619047619049
1700,NA,NA,1,0,1,0,0,0,20,0,IR042CS,4.166666666666666,1.666666666666667,2.5,97.5,2.5,0.8333333333333333,1.666666666666667,1.666666666666667
1701,NA,NA,1,0,0,1,1,0,19,0,IR042CS,3.1818181818181817,0,0.909090909090909,73.18181818181819,0.909090909090909,1.3636363636363635,1.818181818181818,2.727272727272727
1702,NA,1.3654616774495452,1,1,1,0,0,0,19,0,IR042CS,5.7142857142857135,0.7142857142857144,2.8571428571428568,100,2.8571428571428568,1.4285714285714288,3.571428571428571,2.8571428571428568
1703,NA,NA,1,1,1,1,1,0,19,0,IR042CS,6.315789473684211,1.5789473684210529,2.1052631578947367,77.89473684210526,2.6315789473684212,1.0526315789473686,3.1578947368421053,1.5789473684210529
1704,NA,NA,1,1,0,1,0,0,19,0,IR042CS,7.0588235294117645,0.588235294117647,3.5294117647058822,104.11764705882354,3.5294117647058822,1.176470588235294,4.117647058823529,2.352941176470588
1705,NA,0.05870209080624213,1,1,1,0,0,0,19,0,IR042CS,2.7272727272727275,0,1.3636363636363638,81.36363636363637,1.3636363636363638,1.818181818181818,1.8181818181818177,3.1818181818181825
1706,NA,-0.7253536611797397,1,1,0,0,0,0,19,0,IR042CS,5.7142857142857135,0.7142857142857144,2.8571428571428568,100,2.8571428571428568,1.4285714285714288,3.571428571428571,2.8571428571428568
1707,NA,NA,1,1,1,0,1,1,20,0,IR042CS,2.608695652173913,0,1.3043478260869563,79.13043478260869,1.3043478260869563,1.3043478260869563,2.1739130434782608,2.608695652173913
1708,NA,NA,1,1,1,1,0,0,20,0,IR042CS,5.263157894736842,1.0526315789473684,2.1052631578947367,87.36842105263158,2.1052631578947367,1.5789473684210522,2.6315789473684212,2.6315789473684212
1709,NA,-0.7253536611797397,1,1,1,0,1,0,19,0,IR042CS,6.666666666666666,1.9047619047619049,1.9047619047619049,75.71428571428571,2.8571428571428568,0.952380952380952,3.333333333333334,1.4285714285714288
1710,NA,NA,1,1,0,0,1,1,19,0,IR042CS,7.368421052631579,1.0526315789473684,3.1578947368421053,103.15789473684212,3.1578947368421053,2.1052631578947367,4.736842105263158,2.1052631578947367
1711,NA,-0.7253536611797397,1,1,1,0,0,0,19,0,IR042CS,2.272727272727273,0,1.3636363636363638,82.27272727272727,1.3636363636363638,1.818181818181818,2.2727272727272725,2.2727272727272725
1712,NA,0.5814059254635634,1,0,0,0,1,1,19,0,IR042CS,7.222222222222222,1.1111111111111107,3.333333333333334,104.44444444444444,3.333333333333334,1.6666666666666663,4.444444444444445,2.2222222222222223
1713,NA,-0.7253536611797397,1,0,0,1,0,0,19,0,IR042CS,5.217391304347826,0.43478260869565233,0.8695652173913044,73.04347826086956,0.8695652173913044,3.9130434782608696,2.1739130434782608,1.739130434782609
1714,NA,NA,1,1,0,1,0,0,19,0,IR042CS,5.7894736842105265,1.0526315789473684,2.1052631578947367,96.84210526315788,2.6315789473684212,1.5789473684210522,3.1578947368421053,2.1052631578947367
1715,NA,NA,1,1,1,0,0,0,20,0,IR042CS,6.111111111111112,1.666666666666667,2.2222222222222223,78.88888888888889,2.2222222222222223,1.1111111111111107,2.7777777777777777,1.666666666666667
1716,NA,0.32005400813490276,1,1,1,0,1,1,19,0,IR042CS,5.2631578947368425,0.5263157894736843,0.5263157894736842,71.05263157894737,0.5263157894736842,2.6315789473684212,1.0526315789473684,1.5789473684210522
1717,NA,NA,1,1,1,0,1,0,21,0,IR042CS,6,2,2,78,2.6666666666666665,0.6666666666666666,2.666666666666667,1.3333333333333337
1718,NA,NA,1,1,1,0,0,0,19,0,IR042CS,3.0434782608695654,0,1.3043478260869563,81.30434782608695,1.3043478260869563,1.7391304347826086,1.7391304347826089,2.608695652173913
1719,NA,-0.7253536611797397,1,1,1,1,0,0,20,0,IR042CS,7.368421052631579,1.5789473684210529,2.1052631578947367,79.47368421052632,3.1578947368421053,1.5789473684210522,4.2105263157894735,1.0526315789473684
1720,NA,0.842757842792224,1,0,1,1,1,0,20,0,IR042CS,6.666666666666668,0.5555555555555554,3.333333333333334,100,3.333333333333334,1.1111111111111107,3.888888888888889,2.7777777777777777
1721,NA,NA,1,0,1,0,1,0,19,0,IR042CS,2.5,0,1.25,80,1.25,1.666666666666667,2.083333333333333,2.916666666666666
1722,NA,NA,1,1,1,0,1,1,19,0,IR042CS,5.384615384615384,0.7692307692307693,3.076923076923077,110,3.076923076923077,1.5384615384615383,3.076923076923077,2.3076923076923075
1723,NA,-0.7253536611797397,1,0,0,0,1,0,21,0,IR042CS,4,1,3,94,3,1,2.0000000000000004,3
1724,NA,NA,1,1,1,0,1,0,19,0,IR042CS,5.882352941176471,1.176470588235294,2.352941176470588,95.88235294117646,2.352941176470588,1.176470588235294,2.9411764705882346,3.5294117647058822
1725,NA,-0.7253536611797397,1,1,0,1,0,0,20,0,IR042CS,2.7272727272727275,0,1.3636363636363638,80,1.3636363636363638,1.3636363636363635,1.818181818181818,2.727272727272727
1726,NA,-0.7253536611797397,1,1,1,0,0,0,20,0,IR042CS,6,2,2,78,2.6666666666666665,0.6666666666666666,2.666666666666667,1.3333333333333337
1727,NA,-0.7253536611797397,1,0,1,0,0,0,19,0,IR042CS,6.666666666666666,1.9047619047619049,1.9047619047619049,75.71428571428571,2.8571428571428568,0.952380952380952,3.333333333333334,1.4285714285714288
1728,NA,-0.7253536611797397,1,0,0,0,0,0,20,0,IR042CS,6.666666666666666,1.666666666666667,1.666666666666667,85.83333333333334,1.666666666666667,1.6666666666666663,2.5,0.8333333333333331
1729,NA,NA,1,1,0,1,1,1,19,0,IR042CS,5.714285714285715,0.47619047619047616,2.3809523809523805,85.23809523809524,2.3809523809523805,1.9047619047619049,2.3809523809523805,2.8571428571428577
1730,NA,0.32005400813490276,1,0,0,0,1,0,21,0,IR042CS,2.5,0,1.25,80,1.25,1.666666666666667,2.083333333333333,2.916666666666666
1731,NA,-0.7253536611797397,1,1,0,1,1,1,19,0,IR042CS,2.6315789473684212,0,1.0526315789473684,74.21052631578947,1.0526315789473684,1.0526315789473684,2.1052631578947367,3.1578947368421053
1732,NA,-0.7253536611797397,1,0,0,0,1,1,19,0,IR042CS,5.833333333333334,0.8333333333333335,3.333333333333334,110.83333333333334,3.333333333333334,1.666666666666667,3.333333333333334,1.666666666666667
1733,NA,-0.7253536611797397,1,1,1,0,0,0,20,0,IR042CS,2.3809523809523805,0,1.9047619047619049,90,1.9047619047619049,1.9047619047619049,1.9047619047619049,2.8571428571428577
1734,NA,1.1041097601208845,1,1,0,1,1,1,19,0,IR042CS,7.222222222222222,1.1111111111111107,3.333333333333334,105,3.333333333333334,1.6666666666666663,4.444444444444445,2.2222222222222223
1735,NA,NA,1,0,0,1,0,0,20,0,IR042CS,2.916666666666667,0,1.25,77.91666666666666,1.25,1.25,2.083333333333333,2.5
1736,NA,-0.7253536611797397,1,1,0,1,1,1,19,0,IR042CS,6.666666666666666,2,2,80,2.6666666666666665,0.6666666666666666,2.666666666666667,1.3333333333333337
1737,NA,NA,1,0,1,1,0,0,19,0,IR042CS,2.7272727272727275,0,1.3636363636363638,79.54545454545455,1.3636363636363638,1.3636363636363635,2.2727272727272725,2.727272727272727
1738,NA,-0.4640017438510791,1,1,1,0,0,0,21,0,IR042CS,3.68421052631579,0,0.5263157894736842,70,0.5263157894736842,2.1052631578947367,1.0526315789473684,2.6315789473684212
1739,0.8575604344415974,NA,1,0,0,0,1,0,19,0,IR042EE,5.909090909090909,1.3636363636363642,0.4545454545454547,80,0.4545454545454547,4.090909090909091,1.818181818181818,2.2727272727272725
1740,0.5002435867575985,NA,1,1,0,0,0,0,22,0,IR042EE,3.333333333333334,0.6666666666666666,0.6666666666666667,76,0.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333337
1741,-1.2863406516623956,NA,1,1,1,0,0,0,20,0,IR042EE,4,0.8,0.4000000000000001,82.4,0.8000000000000002,2.8000000000000003,4,3.1999999999999993
1742,NA,NA,1,NA,0,0,0,0,20,0,IR042EE,6,1.5000000000000002,0.4999999999999999,86,0.4999999999999999,3.5,2,2
1743,0.5002435867575985,NA,1,1,0,1,1,1,19,0,IR042EE,3.75,0.8333333333333333,0.41666666666666663,83.75,0.8333333333333331,2.5,3.75,3.333333333333334
1744,0.8575604344415974,NA,1,1,1,0,1,0,19,0,IR042EE,4.166666666666666,0.8333333333333333,0.41666666666666663,82.5,0.8333333333333331,2.916666666666666,4.583333333333334,2.5
1745,NA,NA,1,NA,1,0,0,1,19,0,IR042EE,5.454545454545454,1.3636363636363642,0.4545454545454547,80.45454545454545,0.4545454545454547,4.090909090909091,1.818181818181818,2.7272727272727275
1746,-0.571706956294398,NA,1,1,1,1,1,1,19,0,IR042EE,3.75,0.8333333333333333,0.8333333333333335,86.66666666666666,1.25,3.333333333333334,4.583333333333334,2.5
1747,-0.9290238039783968,NA,1,0,0,0,1,0,20,0,IR042EE,4,0.8,0.4000000000000001,80.8,0.8000000000000002,2.8000000000000003,4.4,2.8
1748,0.5002435867575985,NA,1,1,0,0,1,0,20,0,IR042EE,4,0.8,0.4000000000000001,82.4,0.8000000000000002,2.8000000000000003,4,3.1999999999999993
1749,-0.21439010861039917,NA,1,1,1,0,1,1,21,0,IR042EE,4.166666666666666,0.8333333333333333,0.41666666666666663,84.58333333333334,0.8333333333333331,2.916666666666666,4.166666666666666,3.333333333333333
1750,-0.571706956294398,NA,1,1,0,1,0,0,19,0,IR042EE,5.7894736842105265,1.5789473684210522,0.5263157894736844,84.21052631578948,0.5263157894736844,3.1578947368421044,2.1052631578947367,2.1052631578947367
1751,0.14292673907359968,NA,1,1,1,1,0,0,19,0,IR042EE,4.736842105263158,1.0526315789473684,1.0526315789473684,67.36842105263158,1.5789473684210522,2.1052631578947367,4.2105263157894735,3.68421052631579
1752,-0.21439010861039917,NA,1,0,1,0,0,0,19,0,IR042EE,5,0,0.7142857142857145,78.57142857142857,0.7142857142857145,2.8571428571428568,0,1.4285714285714288
1753,0.14292673907359968,NA,1,0,1,0,0,0,19,0,IR042EE,4.8,0.8,0.39999999999999986,83.2,0.8,2.8000000000000003,1.2,2.0000000000000004
1754,-1.2863406516623956,NA,1,0,1,1,0,0,20,0,IR042EE,4.761904761904762,1.4285714285714288,0.47619047619047594,76.19047619047619,0.47619047619047594,2.8571428571428577,1.9047619047619049,2.8571428571428577
1755,-0.571706956294398,NA,1,0,0,1,1,1,19,0,IR042EE,4,0.8,0.4000000000000001,80.8,0.8000000000000002,2.8000000000000003,4.4,2.8
1756,-0.9290238039783968,NA,1,0,0,0,0,0,19,0,IR042EE,4,0.8,0.4000000000000001,82.4,0.8000000000000002,2.8000000000000003,4,3.1999999999999993
1757,-0.21439010861039917,NA,1,0,1,1,0,0,20,0,IR042EE,4,0.8,0.4000000000000001,80.8,0.8000000000000002,2.8000000000000003,4.4,2.8
1758,0.5002435867575985,NA,1,1,1,0,1,1,20,0,IR042EE,3.8461538461538463,0.7692307692307693,0.3846153846153847,80.76923076923077,0.7692307692307694,3.076923076923077,4.23076923076923,3.076923076923077
1759,-1.2863406516623956,NA,1,1,0,0,1,1,19,0,IR042EE,7.222222222222222,0.5555555555555554,0,81.11111111111111,1.1111111111111107,3.333333333333334,2.2222222222222214,2.2222222222222223
1760,-0.21439010861039917,NA,1,0,0,0,0,0,20,0,IR042EE,6,0.6666666666666666,0.6666666666666667,85.33333333333333,1.3333333333333337,4,2.0000000000000004,1.3333333333333333
1761,1.2148772821255962,NA,1,0,1,1,1,0,20,0,IR042EE,5.7142857142857135,1.428571428571429,0.47619047619047594,85.71428571428571,1.4285714285714288,3.8095238095238098,2.3809523809523805,1.4285714285714288
1762,-0.9290238039783968,NA,1,1,0,1,0,1,19,0,IR042EE,7.222222222222222,0.5555555555555554,0.5555555555555554,87.22222222222221,1.666666666666667,3.333333333333334,2.2222222222222214,1.666666666666667
1763,-0.21439010861039917,NA,1,0,1,0,0,0,0,1,IR042EE,3.6000000000000005,0.8,0.4000000000000001,82.4,0.8000000000000002,2.8000000000000003,4,3.1999999999999993
1764,1.2148772821255962,NA,1,0,1,0,0,0,20,0,IR042EE,3.8461538461538463,0.7692307692307693,0.3846153846153847,80.76923076923077,0.7692307692307694,3.076923076923077,4.23076923076923,3.076923076923077
1765,-0.571706956294398,NA,1,0,0,0,0,1,19,0,IR042EE,4,0.8,0.4000000000000001,82.4,0.8000000000000002,2.8000000000000003,4,3.1999999999999993
1766,-0.571706956294398,NA,1,1,0,1,0,0,19,0,IR042EE,7.222222222222222,0.5555555555555554,0,81.11111111111111,1.1111111111111107,3.333333333333334,2.2222222222222214,2.2222222222222223
1767,-0.21439010861039917,NA,1,0,1,1,0,1,20,0,IR042EE,3.75,0.8333333333333333,0.41666666666666663,84.16666666666666,0.8333333333333331,2.5,3.75,3.333333333333334
1768,0.14292673907359968,NA,1,1,1,0,0,1,20,0,IR042EE,4.166666666666666,1.25,0,82.91666666666666,0,3.75,3.333333333333334,2.916666666666666
1769,-0.9290238039783968,NA,1,0,1,0,0,0,20,0,IR042EE,4.347826086956522,0.8695652173913043,0.43478260869565233,84.78260869565217,0.8695652173913047,3.0434782608695654,4.782608695652174,2.608695652173913
1770,-0.571706956294398,NA,1,0,1,0,0,0,20,0,IR042EE,5.7142857142857135,0.9523809523809524,0.9523809523809524,93.8095238095238,1.9047619047619049,3.333333333333334,2.3809523809523805,1.4285714285714288
1771,0.5002435867575985,NA,1,0,0,0,1,1,20,0,IR042EE,4.090909090909091,0.909090909090909,0,78.18181818181819,0,2.2727272727272725,2.2727272727272725,2.727272727272727
1772,-0.571706956294398,NA,1,0,0,0,0,0,19,0,IR042EE,5.263157894736842,2.1052631578947367,0,86.84210526315789,0,4.736842105263158,1.5789473684210529,2.6315789473684212
1773,0.8575604344415974,NA,1,0,1,1,0,0,20,0,IR042EE,4.761904761904762,0.9523809523809524,0.9523809523809524,72.85714285714286,1.4285714285714288,1.9047619047619049,3.333333333333334,3.333333333333333
1774,-1.2863406516623956,NA,1,0,1,0,0,0,20,0,IR042EE,3.0434782608695654,1.3043478260869563,0,85.21739130434783,0.43478260869565233,3.0434782608695654,3.0434782608695654,3.4782608695652177
1775,0.5002435867575985,NA,1,0,1,0,0,1,19,0,IR042EE,5.454545454545454,0.4545454545454547,0.4545454545454547,81.36363636363637,0.909090909090909,2.2727272727272725,0.9090909090909092,2.727272727272727
1776,0.5002435867575985,NA,1,0,0,1,0,0,19,0,IR042EE,6.086956521739131,0.8695652173913047,0.4347826086956524,78.69565217391305,1.304347826086956,3.4782608695652173,1.739130434782609,1.3043478260869563
1777,-0.9290238039783968,NA,1,1,0,1,1,0,20,0,IR042EE,5.238095238095238,1.9047619047619049,0,93.33333333333334,1.428571428571429,2.8571428571428568,1.9047619047619049,1.428571428571429
1778,-1.2863406516623956,NA,1,1,1,1,0,1,18,0,IR042EE,4.166666666666666,0.8333333333333333,0,76.66666666666666,0.41666666666666663,2.916666666666666,4.166666666666666,2.916666666666666
1779,0.5002435867575985,NA,1,0,0,1,1,0,19,0,IR042EE,5.5,1.5000000000000002,0.4999999999999999,86.5,1.4999999999999996,3.499999999999999,2.5,1.5
1780,-0.9290238039783968,NA,1,1,1,1,0,0,19,0,IR042EE,4,0.6666666666666666,0,84.66666666666667,0,3.333333333333334,0.6666666666666666,4.666666666666666
1781,-0.571706956294398,NA,1,0,0,0,0,0,20,0,IR042EE,4.347826086956522,0.8695652173913044,0,80.86956521739131,0.43478260869565233,3.0434782608695654,3.9130434782608696,3.0434782608695654
1782,-0.571706956294398,NA,1,1,0,0,0,0,19,0,IR042EE,3.8461538461538463,0.7692307692307693,0.3846153846153847,80.76923076923077,0.7692307692307694,3.076923076923077,4.23076923076923,3.076923076923077
1783,-0.9290238039783968,NA,1,1,1,1,1,1,20,0,IR042EE,3.8461538461538463,0.7692307692307693,0.3846153846153847,80.76923076923077,0.7692307692307694,3.076923076923077,4.23076923076923,3.076923076923077
1784,0.5002435867575985,NA,1,0,1,0,0,0,19,0,IR042EE,4.166666666666666,0.8333333333333333,0.41666666666666663,82.5,0.8333333333333331,2.916666666666666,4.583333333333334,2.5
1785,-0.21439010861039917,NA,1,0,1,0,0,0,19,0,IR042EE,4,0.8,0.4000000000000001,84,0.8000000000000002,2.8000000000000003,4,3.6000000000000005
1786,-1.6436574993463946,NA,1,1,0,0,0,0,20,0,IR042EE,5.7142857142857135,1.9047619047619049,0.47619047619047594,86.66666666666669,0.47619047619047594,3.8095238095238098,2.3809523809523805,1.9047619047619049
1787,1.2148772821255962,NA,1,0,1,0,1,0,20,0,IR042EE,5,0.7142857142857144,0.7142857142857145,86.42857142857142,0.7142857142857145,2.8571428571428568,0.7142857142857144,0.7142857142857144
1788,-0.571706956294398,NA,1,1,1,0,0,0,19,0,IR042EE,5.238095238095238,0.47619047619047616,0.9523809523809524,77.14285714285714,1.4285714285714288,2.380952380952381,1.9047619047619049,1.9047619047619049
1789,-0.21439010861039917,NA,1,1,1,1,0,0,19,0,IR042EE,3.9130434782608696,1.7391304347826086,0.43478260869565233,95.65217391304348,0.8695652173913044,2.608695652173913,3.9130434782608696,3.0434782608695654
1790,0.14292673907359968,NA,1,1,0,0,0,0,20,0,IR042EE,6.666666666666666,0.5555555555555554,0.5555555555555554,86.66666666666666,1.666666666666667,3.333333333333334,2.2222222222222214,1.6666666666666663
1791,-2.0009743470303936,NA,1,1,1,0,0,0,21,0,IR042EE,4,0.8,0.4000000000000001,80.8,0.8000000000000002,2.8000000000000003,4.4,2.8
1792,1.2148772821255962,NA,1,1,1,1,0,0,19,0,IR042EE,5.5,2.0000000000000004,0,96.5,1.5,3,2.0000000000000004,1.5000000000000002
1793,-0.21439010861039917,NA,1,1,1,0,1,0,20,0,IR042EE,3.6000000000000005,1.1999999999999995,0,85.19999999999999,0.4000000000000001,2.8000000000000003,3.1999999999999993,3.1999999999999993
1794,0.8575604344415974,NA,1,0,0,1,1,0,19,0,IR042EE,3.8461538461538463,0.7692307692307693,0.3846153846153847,80.76923076923077,0.7692307692307694,3.076923076923077,4.23076923076923,3.076923076923077
1795,0.8575604344415974,NA,1,0,1,0,0,0,19,0,IR042EE,3.5,1.5000000000000002,1,88,1,3.5,1,2.0000000000000004
1796,-0.9290238039783968,NA,1,0,1,0,1,0,20,0,IR042EE,6.190476190476191,1.4285714285714288,0,90,1.428571428571429,2.3809523809523805,1.9047619047619049,1.9047619047619049
1797,-0.9290238039783968,NA,1,0,1,1,0,0,19,0,IR042EE,4.615384615384616,0,0.7692307692307696,83.07692307692308,0.7692307692307696,2.3076923076923075,0,2.3076923076923075
1798,-0.9290238039783968,NA,1,0,0,0,1,0,20,0,IR042EE,4,1.1999999999999995,0.4000000000000001,91.20000000000002,0.8000000000000002,3.6000000000000005,4,2.8
1799,-1.6436574993463946,NA,1,1,1,0,1,0,29,0,IR042EE,3.9130434782608696,0.8695652173913043,0.43478260869565233,82.17391304347827,0.8695652173913047,2.608695652173912,4.347826086956522,2.1739130434782608
