subject,studentnum,fac_reservation,e_attend,reservation_stu,female,father_college,mother_college,age,miss_age,department_id,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
Hot,1725,5,7,1,0,0,0,18,0,IR042EE,1.666666666666667,1.666666666666667,102.5,1.666666666666667,1.666666666666667,0,3.333333333333334
Hot,1726,6.315789473684211,8,0,0,1,0,17,0,IR042EE,0.5263157894736844,0,77.89473684210526,0,0.5263157894736843,1.0526315789473686,2.1052631578947367
Hot,1727,5,6.5,1,1,1,0,18,0,IR042EE,0.625,1.875,88.125,0.625,1.875,0,4.375
Math,1728,6.666666666666666,13.5,0,0,0,0,18,0,IR042EE,0,0,56.66666666666667,0,0,0,3.333333333333334
Physics,1728,5,12.5,0,0,0,0,18,0,IR042EE,1.25,2.5,110,2.5,0,0,0
Math,1729,3.333333333333334,2,0,0,0,0,17,0,IR042EE,6.666666666666666,0,143.33333333333334,0,10,3.333333333333334,0
Physics,1729,6.25,2,0,0,0,0,17,0,IR042EE,0,3.75,138.75,3.75,2.5,0,2.5
Hot,1730,5.625,9,1,1,1,1,17,0,IR042EE,0,2.5,100,1.25,1.875,0.625,3.75
Hot,1731,6,6,1,0,1,0,18,0,IR042EE,0.6666666666666666,3.333333333333334,112,2,4,0.6666666666666667,4
Math,1732,3.333333333333334,3,0,1,0,0,18,0,IR042EE,6.666666666666666,0,143.33333333333334,0,10,3.333333333333334,0
Physics,1732,6,3.5,0,1,0,0,18,0,IR042EE,2,2,102,2,0,2,0
Hot,1733,5.714285714285715,6,1,0,0,0,18,0,IR042EE,1.428571428571429,2.142857142857143,101.42857142857142,2.142857142857143,0.7142857142857145,0.7142857142857145,2.142857142857143
Math,1734,3.333333333333334,1,1,0,1,0,17,0,IR042EE,0,0,100,0,3.333333333333334,0,3.333333333333334
Physics,1734,8.333333333333334,1,1,0,1,0,17,0,IR042EE,0,1.666666666666667,105,1.666666666666667,0,0,0
Math,1735,5,8,1,1,1,0,17,0,IR042EE,0,0,62.5,0,2.5,0,5
Physics,1735,6.25,8.5,1,1,1,0,17,0,IR042EE,1.25,1.25,90,1.25,0,1.25,0
Hot,1736,5.384615384615384,9,0,1,1,1,18,0,IR042EE,0.7692307692307694,0.7692307692307694,74.61538461538461,0.7692307692307694,0.7692307692307693,0.7692307692307693,2.3076923076923075
Hot,1737,4.375,6.5,0,0,1,0,17,0,IR042EE,1.25,1.875,95,1.875,0.625,0,3.125
Math,1738,10,5.5,1,0,1,0,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1738,9,3.5,1,0,1,0,17,0,IR045EE,3,1,147,3,4,7,6
Hot,1739,8.333333333333334,9,1,0,1,1,18,0,IR045EE,2.2222222222222223,0.5555555555555554,119.44444444444446,2.222222222222222,3.333333333333334,5.555555555555555,7.222222222222222
Math,1740,10,1.5,0,0,1,1,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1740,9,8,0,0,1,1,17,0,IR045EE,4,1,164,4,3,7,6
Math,1741,10,2.5,0,0,1,1,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1741,7.777777777777778,2.5,0,0,1,1,17,0,IR045EE,5.555555555555555,0,162.22222222222223,1.1111111111111112,4.444444444444445,5.555555555555555,6.666666666666666
Math,1742,10,15,0,0,0,0,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1742,8,14,0,0,0,0,17,0,IR045EE,4,2,152,4,4,8,6
Hot,1743,6.111111111111112,7.5,0,1,0,0,17,0,IR045EE,2.7777777777777777,1.1111111111111112,143.88888888888889,3.333333333333334,1.666666666666667,5,5.555555555555555
Hot,1744,8,6,1,0,1,1,17,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Hot,1745,8.333333333333334,9,1,1,0,1,17,0,IR045EE,3.333333333333334,0.5555555555555554,138.88888888888889,3.333333333333333,2.2222222222222223,6.111111111111112,7.777777777777778
Math,1746,10,1.5,0,1,1,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1746,6.666666666666666,1,0,1,1,0,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1747,10,1,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1747,8.75,1,1,1,1,1,18,0,IR045EE,3.75,1.25,153.75,3.75,2.5,7.5,6.25
Hot,1748,8,8,0,1,1,1,17,0,IR045EE,3,0.49999999999999994,127,3.0000000000000004,2.5,5.5,8
Math,1749,10,15,1,0,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1749,6.666666666666666,9,1,0,1,1,18,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1750,10,8,1,0,0,0,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1750,9,8.5,1,0,0,0,18,0,IR045EE,4,1,162,4,3,7,7
Math,1751,10,4.5,1,1,0,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1751,6.666666666666666,8,1,1,0,0,17,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Math,1752,10,1.5,1,0,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1752,5.555555555555555,4,1,0,1,1,18,0,IR045EE,3.333333333333334,0,141.11111111111111,1.1111111111111112,2.2222222222222223,4.444444444444445,4.444444444444445
Hot,1753,6.842105263157895,1,1,1,1,1,18,0,IR045EE,3.1578947368421053,1.0526315789473684,143.68421052631578,2.6315789473684212,1.5789473684210522,4.736842105263158,5.7894736842105265
Hot,1754,8.5,7.5,1,1,1,1,18,0,IR045EE,3,0.49999999999999994,122,3,2.5,6,7.5
Math,1755,10,9,0,1,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1755,6.666666666666666,7.5,0,1,1,1,18,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Hot,1756,6.315789473684211,8,1,0,0,0,18,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Math,1757,10,5.5,0,0,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1757,6,4,0,0,1,1,18,0,IR045EE,4,0,126,2,4,5,6
Hot,1758,7.5,10,1,0,1,1,17,0,IR045EE,2.5,0.625,119.375,3.125,3.125,5.625,7.5
Math,1759,10,2,0,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1759,8,2,0,1,1,1,18,0,IR045EE,3,1,142,3,3,7,6
Math,1760,10,4,1,1,0,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1760,6.666666666666666,6.5,1,1,0,1,18,0,IR045EE,3.333333333333334,0,146.66666666666666,1.1111111111111112,3.333333333333334,5.555555555555555,4.444444444444445
Math,1761,10,12.5,0,0,1,0,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1761,9,14,0,0,1,0,17,0,IR045EE,3,1,143,4,3,8,6
Math,1762,10,3,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1762,8,3,1,1,1,1,18,0,IR045EE,3,1,142,3,3,7,6
Hot,1763,8,8,0,1,1,1,18,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Hot,1764,8,8,1,0,1,1,18,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Hot,1765,6.315789473684211,8,1,1,1,0,17,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Hot,1766,8.421052631578947,7.5,0,1,1,1,18,0,IR045EE,4.2105263157894735,0.5263157894736844,133.15789473684208,3.6842105263157894,1.5789473684210522,6.842105263157895,8.421052631578947
Math,1767,10,1,1,1,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1767,6.666666666666666,5,1,1,1,1,18,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Hot,1768,8,7,0,1,1,1,17,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Math,1769,10,15,1,1,1,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1769,6.666666666666666,15,1,1,1,0,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1770,10,8.5,1,1,0,1,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1770,6.666666666666666,2,1,1,0,1,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1771,10,9,0,0,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1771,6.666666666666666,14,0,0,1,1,18,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Hot,1772,6.315789473684211,8,1,1,1,1,17,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Hot,1773,7.142857142857143,7.5,1,0,0,0,18,0,IR045EE,1.4285714285714288,0,81.42857142857142,1.4285714285714288,4.285714285714286,4.285714285714286,7.142857142857143
Math,1774,10,1,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1774,8,1,1,1,1,1,18,0,IR045EE,3,1,142,3,3,7,6
Math,1775,10,3,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1775,8.88888888888889,1.5,1,1,1,1,18,0,IR045EE,4.444444444444445,1.1111111111111112,181.11111111111111,4.444444444444445,3.333333333333334,7.777777777777778,5.555555555555555
Hot,1776,6.315789473684211,15,0,1,1,1,17,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Hot,1777,8,2.5,1,0,0,1,17,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Hot,1778,6.315789473684211,3,1,1,1,1,17,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Math,1779,10,15,0,1,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1779,6.666666666666666,0,0,1,1,1,18,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Hot,1780,8.5,7,0,0,1,1,18,0,IR045EE,3,0.49999999999999994,122,3,2.5,6,7.5
Hot,1781,6.315789473684211,8,0,0,1,1,18,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Math,1782,10,2,0,1,0,0,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1782,8.88888888888889,9,0,1,0,0,17,0,IR045EE,4.444444444444445,1.1111111111111112,168.88888888888889,4.444444444444445,2.2222222222222223,7.777777777777778,6.666666666666668
Hot,1783,6.315789473684211,7,1,0,0,1,17,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Math,1784,10,6,0,1,1,1,18,0,IR045EE,0,0,170,10,0,10,10
Physics,1784,7.5,6.5,0,1,1,1,18,0,IR045EE,5,0,172.5,2.5,2.5,5,5
Hot,1785,8.5,8.5,1,0,0,0,18,0,IR045EE,3,0.49999999999999994,122,3,2.5,6,7.5
Math,1786,10,5,1,0,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1786,6.666666666666666,5,1,0,1,1,18,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Hot,1787,6.666666666666668,8,1,1,0,0,17,0,IR045EE,2.2222222222222223,1.1111111111111112,138.88888888888889,2.7777777777777777,2.2222222222222223,5,5.555555555555555
Math,1788,10,7,1,0,0,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1788,6.666666666666666,6.5,1,0,0,0,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1789,10,4,1,0,0,0,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1789,6.666666666666666,2,1,0,0,0,18,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Hot,1790,8,8,1,1,0,0,17,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Math,1791,10,7.5,1,1,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1791,6.666666666666666,3.5,1,1,1,1,18,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Math,1792,10,15,1,1,1,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1792,6.666666666666666,15,1,1,1,0,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1793,10,9,1,0,0,0,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1793,9,8.5,1,0,0,0,18,0,IR045EE,3,1,143,4,3,8,6
Math,1794,10,1.5,0,1,1,1,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1794,6.666666666666666,1,0,1,1,1,17,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Math,1795,10,14,1,1,1,1,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1795,6.666666666666666,15,1,1,1,1,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1796,10,9,1,0,1,1,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1796,8,9,1,0,1,1,17,0,IR045EE,3,1,142,3,3,7,6
Math,1797,10,8.5,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1797,8,7.5,1,1,1,1,18,0,IR045EE,3,1,142,3,3,7,6
Hot,1798,8.5,4.5,1,1,1,0,18,0,IR045EE,3,0.49999999999999994,122,2.5,3,6,7.5
Math,1799,10,1.5,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1799,9,1,1,1,1,1,18,0,IR045EE,3,1,147,3,4,7,6
Math,1800,10,1,1,0,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1800,8,0.5,1,0,1,1,18,0,IR045EE,3,1,142,3,3,7,6
Math,1801,10,9,0,0,0,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1801,7.777777777777778,10,0,0,0,0,17,0,IR045EE,5.555555555555555,0,162.22222222222223,1.1111111111111112,4.444444444444445,5.555555555555555,6.666666666666666
Hot,1802,8,15,1,1,1,1,17,0,IR045EE,2.5,0.49999999999999994,119.5,3,2.5,5.5,7.5
Math,1803,10,15,1,0,0,0,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1803,9,15,1,0,0,0,18,0,IR045EE,3,1,147,3,4,7,6
Hot,1804,6.315789473684211,8,0,0,1,1,18,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Math,1805,10,13.5,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1805,9,13.5,1,1,1,1,18,0,IR045EE,3,1,147,3,4,7,6
Hot,1806,7.142857142857143,8.5,1,1,0,0,17,0,IR045EE,1.4285714285714288,0,81.42857142857142,1.4285714285714288,4.285714285714286,4.285714285714286,7.142857142857143
Math,1807,10,2,1,0,1,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1807,6.666666666666666,2,1,0,1,0,17,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Hot,1808,6.315789473684211,12.5,1,0,1,1,17,0,IR045EE,2.6315789473684212,1.0526315789473684,142.10526315789474,2.6315789473684212,2.1052631578947367,5.2631578947368425,5.7894736842105265
Math,1809,10,11,1,0,0,0,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1809,6.666666666666666,13,1,0,0,0,17,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Hot,1810,9,7,0,0,0,0,18,0,IR045EE,3,0.49999999999999994,124.5,3,3,6,7.5
Math,1811,10,1,0,0,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1811,6.666666666666666,1,0,0,1,1,18,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Math,1812,10,15,0,0,1,1,17,0,IR045EE,0,5,315,10,0,10,5
Physics,1812,6.666666666666666,13.5,0,0,1,1,17,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Math,1813,10,1,1,1,1,1,18,0,IR045EE,5,0,180,5,5,10,10
Physics,1813,9,1,1,1,1,1,18,0,IR045EE,3,1,143,4,3,8,6
Hot,1814,8,4.5,1,1,1,0,17,0,IR045EE,2.5,0.49999999999999994,121.5,2.5,3,5,7.5
Math,1815,10,7.5,1,1,0,0,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1815,5.555555555555555,12,1,1,0,0,18,0,IR045EE,4.444444444444445,0,152.22222222222223,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Math,1816,10,3,1,1,0,0,17,0,IR045EE,5,0,180,5,5,10,10
Physics,1816,8.88888888888889,3,1,1,0,0,17,0,IR045EE,3.333333333333334,1.1111111111111112,162.22222222222223,3.333333333333334,4.444444444444445,7.777777777777778,5.555555555555555
Math,1817,10,7.5,1,0,0,0,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1817,7.777777777777778,7.5,1,0,0,0,18,0,IR045EE,5.555555555555555,0,152.22222222222223,1.1111111111111112,3.333333333333334,4.444444444444445,5.555555555555555
Math,1818,10,6,0,1,1,1,18,0,IR045EE,0,5,315,10,0,10,5
Physics,1818,6.666666666666666,9.5,0,1,1,1,18,0,IR045EE,4.444444444444445,0,138.88888888888889,1.1111111111111112,3.333333333333334,4.444444444444445,4.444444444444445
Hot,1819,8,6,1,0,1,1,17,0,IR045EE,2.5,0.49999999999999994,121.5,2.5,3,5,7.5
Math,1820,10,1,1,1,0,0,19,0,IR045EE,0,5,315,10,0,10,5
Physics,1820,6.666666666666666,1,1,1,0,0,19,0,IR045EE,4.444444444444445,0,148.88888888888889,1.1111111111111112,4.444444444444445,5.555555555555555,5.555555555555555
Hot,1821,8.5,8,1,0,1,0,18,0,IR045EE,3,0.49999999999999994,122,3,2.5,6,7.5
Hot,1822,6.666666666666668,8,1,0,0,1,18,0,IR050CS,0,0,77.85714285714286,1.3333333333333337,1.3333333333333333,2.666666666666667,3.333333333333334
Math,1823,10,3,1,0,0,0,19,0,IR050CS,0,0,60,0,0,0,10
Physics,1823,8.571428571428571,1.5,1,0,0,0,19,0,IR050CS,0,0,104.28571428571428,1.4285714285714288,1.4285714285714288,2.8571428571428577,7.142857142857143
Math,1824,10,1,1,0,0,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1824,4.285714285714286,1,1,0,0,0,18,0,IR050CS,0,0,103.33333333333334,2.8571428571428568,1.4285714285714288,2.8571428571428577,1.4285714285714288
Hot,1825,5.625,5,1,0,1,1,18,0,IR050CS,0,0,80,0.625,1.25,2.5,3.75
Hot,1826,6.875,9,1,1,0,0,18,0,IR050CS,0,0,80.625,0.625,0.625,4.375,4.375
Math,1827,10,4,1,0,0,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1827,5.7142857142857135,4,1,0,0,0,18,0,IR050CS,0,0,93.33333333333334,1.4285714285714288,2.8571428571428568,2.8571428571428577,4.285714285714286
Hot,1828,6.875,6,1,1,0,0,18,0,IR050CS,0,0,80.625,0.625,0.625,4.375,4.375
Math,1829,10,7.5,1,0,0,0,20,0,IR050CS,0,0,60,0,0,0,10
Physics,1829,8.571428571428571,2,1,0,0,0,20,0,IR050CS,0,0,90,1.4285714285714288,0,4.285714285714286,5.7142857142857135
Math,1830,10,1,1,1,0,0,19,0,IR050CS,0,0,25,0,0,0,5
Physics,1830,2.8571428571428568,1,1,1,0,0,19,0,IR050CS,0,0,90,1.4285714285714288,4.285714285714286,2.8571428571428577,4.285714285714286
Math,1831,10,6,1,0,0,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1831,2.8571428571428568,1,1,0,0,0,18,0,IR050CS,0,0,90,1.4285714285714288,4.285714285714286,2.8571428571428577,4.285714285714286
Math,1832,10,1,0,0,1,1,18,0,IR050CS,0,0,60,0,0,0,10
Physics,1832,7.142857142857143,1,0,0,1,1,18,0,IR050CS,0,0,92.85714285714286,1.4285714285714288,0,2.8571428571428577,5.7142857142857135
Hot,1833,6.875,5,1,0,0,0,20,0,IR050CS,0,0,85.625,1.25,0.625,4.375,5
Hot,1834,6.875,5,1,0,0,0,18,0,IR050CS,0,0,81.875,0.625,0.625,3.75,3.75
Math,1835,10,1,1,0,0,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1835,4.285714285714286,15,1,0,0,0,18,0,IR050CS,0,0,95,0,4.285714285714286,4.285714285714286,4.285714285714286
Math,1836,10,1,1,1,1,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1836,4.285714285714286,1,1,1,1,0,18,0,IR050CS,0,0,100,1.4285714285714288,2.8571428571428568,4.285714285714286,4.285714285714286
Math,1837,10,12,1,1,0,1,18,0,IR050CS,0,0,60,0,0,0,10
Physics,1837,7.142857142857143,12,1,1,0,1,18,0,IR050CS,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
Hot,1838,6.25,6,0,1,0,0,19,0,IR050CS,0,0,88,0.625,1.875,2.5,4.375
Math,1839,10,4,1,0,0,0,20,0,IR050CS,0,0,25,0,0,0,5
Physics,1839,2.8571428571428568,4,1,0,0,0,20,0,IR050CS,0,0,83.33333333333334,1.4285714285714288,4.285714285714286,4.285714285714286,5.7142857142857135
Hot,1840,5.625,9,1,1,1,0,20,0,IR050CS,0,0,77.33333333333333,0.625,1.875,2.5,4.375
Math,1841,10,1,1,1,0,0,19,0,IR050CS,0,0,60,0,0,0,10
Physics,1841,7.142857142857143,2.5,1,1,0,0,19,0,IR050CS,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
Hot,1842,6.875,7,1,1,1,0,18,0,IR050CS,0,0,80.625,0.625,0.625,3.75,4.375
Hot,1843,6.25,5.5,1,0,0,1,18,0,IR050CS,0,0,80.66666666666666,0.625,1.25,3.75,4.375
Hot,1844,10,6,1,0,1,1,18,0,IR050CS,0,0,20,0,0,0,10
Hot,1845,5.625,13,1,0,0,0,19,0,IR050CS,0,0,80,0.625,1.25,2.5,3.75
Math,1846,10,2.5,1,1,0,0,19,0,IR050CS,0,0,60,0,0,0,10
Physics,1846,7.142857142857143,3,1,1,0,0,19,0,IR050CS,0,0,92.85714285714286,1.4285714285714288,0,2.8571428571428577,5.7142857142857135
Hot,1847,6.875,5,1,0,1,0,18,0,IR050CS,0,0,78.125,0.625,0.625,4.375,3.75
Math,1848,10,0.5,0,0,0,1,19,0,IR050CS,0,0,60,0,0,0,10
Physics,1848,7.142857142857143,0,0,0,0,1,19,0,IR050CS,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
Hot,1849,5,6,1,0,0,0,19,0,IR050CS,0,0,80.66666666666666,0.625,1.875,2.5,5
Math,1850,10,3,1,0,1,1,19,0,IR050CS,0,0,25,0,0,0,5
Physics,1850,3.333333333333334,3,1,0,1,1,19,0,IR050CS,0,0,103.33333333333334,3.333333333333334,1.666666666666667,3.333333333333334,0
Hot,1851,6.875,6,0,1,1,0,18,0,IR050CS,0,0,80.625,0,1.25,4.375,3.75
Math,1852,10,4,1,0,0,0,20,0,IR050CS,0,0,60,0,0,0,10
Physics,1852,7.142857142857143,5.5,1,0,0,0,20,0,IR050CS,0,0,92.85714285714286,1.4285714285714288,0,2.8571428571428577,5.7142857142857135
Hot,1853,6.666666666666666,9,1,1,0,0,18,0,IR050CS,0,0,78.57142857142857,0,1.3333333333333333,2.6666666666666665,4.666666666666667
Math,1854,10,8.5,1,1,1,1,19,0,IR050CS,0,0,60,0,0,0,10
Physics,1854,7.142857142857143,8,1,1,1,1,19,0,IR050CS,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
Math,1855,10,14,0,1,0,1,18,0,IR050CS,0,0,60,0,0,0,10
Physics,1855,7.142857142857143,8,0,1,0,1,18,0,IR050CS,0,0,92.85714285714286,1.4285714285714288,0,2.8571428571428577,5.7142857142857135
Math,1856,10,15,1,0,1,0,20,0,IR050CS,0,0,60,0,0,0,10
Physics,1856,7.142857142857143,15,1,0,1,0,20,0,IR050CS,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
Math,1857,10,7,1,1,0,0,18,0,IR050CS,0,0,60,0,0,0,10
Physics,1857,7.142857142857143,7,1,1,0,0,18,0,IR050CS,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
Math,1858,10,15,1,0,0,0,19,0,IR050CS,0,0,60,0,0,0,10
Physics,1858,7.142857142857143,15,1,0,0,0,19,0,IR050CS,0,0,92.85714285714286,1.4285714285714288,0,2.8571428571428577,5.7142857142857135
Hot,1859,6.25,6,1,1,0,0,18,0,IR050CS,0,0,81.33333333333333,0.625,1.25,3.125,4.375
Hot,1860,5.625,7.5,1,0,0,0,18,0,IR050CS,0,0,70.66666666666666,0,1.875,1.875,5
Math,1861,10,1,1,0,0,0,18,0,IR050CS,0,0,60,0,0,0,10
Physics,1861,7.142857142857143,1,1,0,0,0,18,0,IR050CS,0,0,113.33333333333334,0,1.4285714285714288,4.285714285714286,7.142857142857143
Math,1862,10,8.5,1,0,0,0,19,0,IR050CS,0,0,25,0,0,0,5
Physics,1862,2.8571428571428568,8,1,0,0,0,19,0,IR050CS,0,0,90,1.4285714285714288,4.285714285714286,2.8571428571428577,4.285714285714286
Hot,1863,5.625,8,1,0,0,0,17,0,IR050CS,0,0,78.66666666666666,0.625,1.25,2.5,3.75
Math,1864,10,15,1,1,0,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1864,4.285714285714286,15,1,1,0,0,18,0,IR050CS,0,0,100,1.4285714285714288,2.8571428571428568,4.285714285714286,4.285714285714286
Math,1865,10,1,1,0,0,0,18,0,IR050CS,0,0,25,0,0,0,5
Physics,1865,4.285714285714286,1,1,0,0,0,18,0,IR050CS,0,0,100,1.4285714285714288,2.8571428571428568,4.285714285714286,4.285714285714286
Math,1866,10,1,1,1,0,0,19,0,IR050CS,0,0,25,0,0,0,5
Physics,1866,2.8571428571428568,1,1,1,0,0,19,0,IR050CS,0,0,90,1.4285714285714288,4.285714285714286,2.8571428571428577,4.285714285714286
Hot,1867,5.625,6,1,0,1,0,18,0,IR050CS,0,0,81.33333333333333,0.625,1.875,1.875,4.375
Math,1868,10,8,1,0,0,0,18,0,IR050CS,0,0,60,0,0,0,10
Physics,1868,8.571428571428571,8,1,0,0,0,18,0,IR050CS,0,0,98.57142857142858,1.4285714285714288,1.4285714285714288,2.8571428571428577,5.7142857142857135
Hot,1869,6.875,6,1,1,1,0,18,0,IR050CS,0,0,80.625,0.625,0.625,3.75,4.375
