department_id,studentnum,subject,e_g3_score,b_g1_score,b_i_jeemain_score,fac_reservation,reservation_stu,took_jee,female,age,miss_age,father_college,mother_college,fac_associate_professor,fac_professor,fac_yearsinhighed,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_degree_college_elite,fac_female
IR036CS,30,Physics,1.2172844435558907,NA,0,3.333333333333334,0,0,1,0,1,0,0,3.333333333333334,0,106.66666666666666,3.333333333333334,0,3.333333333333334,3.333333333333334
IR033EE,31,Physics,-2.7350999182314415,NA,0,8.571428571428571,0,0,0,0,1,0,0,4.285714285714286,0,72.85714285714286,0,0,0,1.4285714285714288
IR036EE,32,Math,0.05061659184122212,NA,0,5,1,0,1,0,1,1,1,0,0,97.5,0,2.5,2.5,7.5
IR036EE,32,Physics,-1.417638464302331,NA,0,7.142857142857143,1,0,1,0,1,1,1,0,1.4285714285714288,95.71428571428572,1.25,1.25,1.4285714285714288,1.4285714285714288
IR033EE,33,Physics,0.5585537165913353,NA,0,7.142857142857143,1,0,1,0,1,0,0,2.8571428571428568,0,55.71428571428571,0,0,1.4285714285714288,0
IR004EE,34,Physics,0.887919080073613,NA,0,0,0,0,0,0,1,0,1,0,0,58,2,0,0,6
IR050CS,35,Math,-1.1308008427286838,NA,0,10,0,0,1,0,1,0,1,0,0,25,0,0,0,5
IR050CS,35,Physics,-0.42954237385549776,NA,0,6.666666666666666,0,0,1,0,1,0,1,0,0,104,0,3.333333333333334,5,3.333333333333334
IR050CS,36,Math,0.5231835656691844,NA,0,10,1,0,1,0,1,1,0,0,0,60,0,0,0,10
IR050CS,36,Physics,0.887919080073613,NA,0,7.142857142857143,1,0,1,0,1,1,0,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
IR012CS,37,Math,1.232034026411128,NA,0,0,0,0,0,0,1,0,0,0,5,145,10,0,0,5
IR012CS,37,Physics,0.2291883531090576,NA,0,2.5,0,0,0,0,1,0,0,0,0,87.5,0,2.5,0,5
IR042EE,38,Math,-0.42195038198674023,NA,0,5,0,0,0,0,1,0,0,0,0,62.5,0,2.5,0,5
IR042EE,38,Physics,0.5585537165913353,NA,0,7.5,0,0,0,0,1,0,0,1.25,1.25,96.25,0,2.5,0,2.5
IR042EE,39,Math,-0.18566689507275905,NA,0,0,1,0,0,0,1,0,0,10,0,160,0,10,10,0
IR042EE,39,Physics,-0.42954237385549776,NA,0,10,1,0,0,0,1,0,0,0,0,115,0,5,0,5
IR045EE,40,Math,-0.6582338689007213,NA,0,10,1,0,0,0,1,1,1,5,0,180,5,5,10,10
IR045EE,40,Physics,0.2291883531090576,NA,0,8,1,0,0,0,1,1,1,3,1,142,3,3,7,6
IR033EE,41,Physics,-0.10017701037322008,NA,0,10,1,0,0,0,1,1,1,5,0,81.66666666666666,0,0,0,1.666666666666667
IR036CS,42,Math,0.05061659184122212,NA,0,6,0,0,1,0,1,0,1,0,4,118,4,2,4,2
IR036CS,42,Physics,-1.417638464302331,NA,0,3.333333333333334,0,0,1,0,1,0,1,3.333333333333334,0,66.66666666666667,6.666666666666666,0,3.333333333333334,3.333333333333334
IR042EE,43,Math,-0.6582338689007213,NA,0,0,0,0,1,0,1,0,0,10,0,160,0,10,10,0
IR042EE,43,Physics,-1.417638464302331,NA,0,10,0,0,1,0,1,0,0,0,0,115,0,5,0,5
IR004CS,44,Math,0.05061659184122212,NA,0,0,0,0,1,0,1,1,0,0,0,50,0,0,0,0
IR042EE,45,Math,-0.6582338689007213,NA,0,0,0,0,0,0,1,0,0,10,0,160,0,10,10,0
IR042EE,45,Physics,-1.0882731008200532,NA,0,10,0,0,0,0,1,0,0,0,0,115,0,5,0,5
IR012EE,46,Math,-1.367084329642665,NA,0,0,1,0,0,0,1,0,0,0,0,100,10,0,0,0
IR012EE,46,Physics,0.2291883531090576,NA,0,0,1,0,0,0,1,0,0,2.5,0,172.5,2.5,2.5,2.5,0
IR050CS,47,Math,-0.6582338689007213,NA,0,10,1,0,0,0,1,0,0,0,0,60,0,0,0,10
IR050CS,47,Physics,-0.10017701037322008,NA,0,7.142857142857143,1,0,0,0,1,0,0,0,0,87.14285714285714,1.4285714285714288,0,2.8571428571428577,4.285714285714286
IR004CS,48,Math,-1.367084329642665,-0.14844448397755036,0,0,1,0,0,17,0,0,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,48,Physics,0.5585537165913353,-0.5089293927981544,0,0,1,0,0,17,0,0,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,49,Math,0.05061659184122212,0.574576161863355,0,0,0,0,0,18,0,1,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,49,Physics,-0.10017701037322008,-0.7610970157091758,0,0,0,0,0,18,0,1,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,50,Math,-0.42195038198674023,-1.112472011765424,58,0,0,1,0,17,0,1,1,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,50,Physics,0.5585537165913353,0.4997410988459311,58,0,0,1,0,17,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,51,Math,-1.603367816556646,-0.14844448397755036,28,0,1,1,1,17,0,0,1,0,0,43.33333333333333,6.666666666666666,0,6.666666666666666,6.666666666666666
IR004CS,51,Physics,-0.10017701037322008,-0.00459414697611161,28,0,1,1,1,17,0,0,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,52,Math,-0.8945173558147025,-0.8714651298184557,26,0,1,1,0,16,0,0,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,52,Physics,0.887919080073613,0.24757347593490975,26,0,1,1,0,16,0,0,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,53,Math,-1.1308008427286838,-1.112472011765424,50,0,0,1,1,18,0,1,1,0,0,43.33333333333333,6.666666666666666,0,6.666666666666666,6.666666666666666
IR004CS,53,Physics,0.2291883531090576,-0.00459414697611161,50,0,0,1,1,18,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,54,Math,-0.8945173558147025,-0.6304582478714873,0,0,0,0,1,19,0,0,0,0,0,43.33333333333333,6.666666666666666,0,6.666666666666666,6.666666666666666
IR004CS,54,Physics,0.5585537165913353,-0.5089293927981544,0,0,0,0,1,19,0,0,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,55,Math,-0.8945173558147025,0.3335692799163866,0,0,1,0,0,18,0,1,0,0,0,43.33333333333333,6.666666666666666,0,6.666666666666666,6.666666666666666
IR004CS,55,Physics,-0.10017701037322008,-0.00459414697611161,0,0,1,0,0,18,0,1,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,56,Math,-0.42195038198674023,-1.8354926576063295,50,0,0,1,0,18,0,0,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,56,Physics,-1.417638464302331,-0.00459414697611161,50,0,0,1,0,18,0,0,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,57,Math,-0.18566689507275905,-1.8354926576063295,0,0,1,0,0,19,0,1,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,57,Physics,0.5585537165913353,0.24757347593490975,0,0,1,0,0,19,0,1,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,58,Math,-0.18566689507275905,-0.3894513659245188,61,0,0,1,0,17,0,1,1,0,0,43.33333333333333,6.666666666666666,0,6.666666666666666,6.666666666666666
IR004CS,58,Physics,0.2291883531090576,0.7519087217569526,61,0,0,1,0,17,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,59,Math,-0.42195038198674023,-0.3894513659245188,0,0,0,0,1,17,0,1,1,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,59,Physics,0.5585537165913353,-1.0132646386201971,0,0,0,0,1,17,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,60,Math,-1.603367816556646,-2.076499539553298,33,0,0,1,0,17,0,1,1,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,60,Physics,0.887919080073613,-0.00459414697611161,33,0,0,1,0,17,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,61,Math,0.2869000787552033,-0.14844448397755036,79,0,0,1,1,19,0,1,1,0,0,43.33333333333333,6.666666666666666,0,6.666666666666666,6.666666666666666
IR004CS,61,Physics,0.2291883531090576,0.4997410988459311,79,0,0,1,1,19,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,62,Math,0.05061659184122212,0.0925623979694181,22,0,0,1,1,19,0,1,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,62,Physics,-0.10017701037322008,0.7519087217569526,22,0,0,1,1,19,0,1,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,63,Math,-0.8945173558147025,-0.6304582478714873,38,0,0,1,0,18,0,0,0,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,63,Physics,-0.7589077373377755,0.24757347593490975,38,0,0,1,0,18,0,0,0,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004CS,64,Math,-1.1308008427286838,0.574576161863355,72,0,0,1,0,17,0,1,1,0,0,90,3.333333333333334,3.333333333333334,3.333333333333334,3.333333333333334
IR004CS,64,Physics,0.2291883531090576,-1.5175998844422398,72,0,0,1,0,17,0,1,1,4.285714285714286,0,165.71428571428572,4.285714285714286,0,0,5.7142857142857135
IR004EE,65,Math,-0.8945173558147025,-0.3894513659245188,74,0,0,1,0,18,0,0,0,0,0,40,10,0,10,10
IR004EE,65,Physics,-0.7589077373377755,-1.2654322615312186,74,0,0,1,0,18,0,0,0,1.8181818181818177,0,111.81818181818184,2.727272727272727,0,0,6.363636363636363
IR004EE,66,Math,0.5231835656691844,-0.8714651298184557,0,0,0,0,0,19,0,1,0,0,0,110,5,5,5,5
IR004EE,66,Physics,1.2172844435558907,0.4997410988459311,0,0,0,0,0,19,0,1,0,1.8181818181818177,0,111.81818181818184,2.727272727272727,0,0,6.363636363636363
IR006CS,67,Math,-0.6582338689007213,-0.6304582478714873,0,0,0,0,0,15,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,67,Physics,-1.0882731008200532,-0.7610970157091758,0,4.444444444444445,0,0,0,15,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,68,Math,0.5231835656691844,-0.8714651298184557,0,0,0,0,0,17,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,68,Physics,-0.10017701037322008,0.4997410988459311,0,4.444444444444445,0,0,0,17,0,1,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,69,Math,-0.6582338689007213,-0.3894513659245188,0,0,0,0,0,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,69,Physics,-1.0882731008200532,0.4997410988459311,0,5.7142857142857135,0,0,0,18,0,1,1,2.8571428571428577,1.4285714285714288,107.14285714285714,4.285714285714286,0,2.8571428571428568,0
IR006CS,70,Math,-1.1308008427286838,-0.6304582478714873,0,0,0,0,1,15,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,70,Physics,1.876015170520446,-0.7610970157091758,0,4.444444444444445,0,0,1,15,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,71,Math,0.9957505394971468,-0.8714651298184557,46,0,1,1,0,19,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,71,Physics,0.5585537165913353,0.4997410988459311,46,4.444444444444445,1,1,0,19,0,1,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,72,Math,-1.367084329642665,0.3335692799163866,0,0,1,0,0,18,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,72,Physics,0.887919080073613,-0.5089293927981544,0,4.444444444444445,1,0,0,18,0,1,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,73,Math,0.2869000787552033,-1.112472011765424,0,0,1,0,0,19,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,73,Physics,-1.7470038277846085,-1.0132646386201971,0,4.444444444444445,1,0,0,19,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,74,Math,-0.18566689507275905,-0.6304582478714873,0,0,1,0,0,17,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,74,Physics,-0.10017701037322008,0.24757347593490975,0,4.444444444444445,1,0,0,17,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,75,Math,-0.42195038198674023,-0.8714651298184557,0,0,0,0,1,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,75,Physics,-0.7589077373377755,-0.5089293927981544,0,4.444444444444445,0,0,1,18,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,76,Math,-0.18566689507275905,-0.3894513659245188,0,0,0,0,0,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,76,Physics,-0.7589077373377755,-0.256761769887133,0,4.444444444444445,0,0,0,18,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,77,Math,0.2869000787552033,-0.3894513659245188,0,0,0,0,1,17,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,77,Physics,0.887919080073613,0.7519087217569526,0,4.444444444444445,0,0,1,17,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,78,Math,-0.6582338689007213,-1.5944857756593611,0,0,1,0,0,18,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,78,Physics,0.2291883531090576,-0.7610970157091758,0,4.444444444444445,1,0,0,18,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,79,Math,-1.367084329642665,-0.3894513659245188,0,0,1,0,0,17,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,79,Physics,-0.7589077373377755,-0.5089293927981544,0,4.444444444444445,1,0,0,17,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,80,Math,-0.6582338689007213,-0.3894513659245188,0,0,0,0,0,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,80,Physics,-0.10017701037322008,-1.2654322615312186,0,4.444444444444445,0,0,0,18,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,81,Math,-1.8396513034706272,-0.6304582478714873,0,0,1,0,1,18,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,81,Physics,-0.7589077373377755,-0.00459414697611161,0,4.444444444444445,1,0,1,18,0,1,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,82,Math,-0.6582338689007213,-1.112472011765424,0,0,1,0,0,18,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,82,Physics,-0.42954237385549776,-1.0132646386201971,0,4.444444444444445,1,0,0,18,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,83,Math,-0.8945173558147025,-0.14844448397755036,0,0,1,0,0,16,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,83,Physics,1.5466498070381685,-0.256761769887133,0,4.444444444444445,1,0,0,16,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,84,Math,-1.1308008427286838,-2.3175064215002665,0,0,1,0,0,17,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,84,Physics,-0.7589077373377755,-1.2654322615312186,0,4.444444444444445,1,0,0,17,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,85,Math,-1.367084329642665,0.574576161863355,0,0,0,0,0,18,0,0,1,0,5,132.5,7.5,0,2.5,0
IR006CS,85,Physics,-0.10017701037322008,1.004076344667974,0,4.444444444444445,0,0,0,18,0,0,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,86,Math,1.232034026411128,-0.6304582478714873,0,0,0,0,0,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,86,Physics,2.2053805340027237,0.7519087217569526,0,4.444444444444445,0,0,0,18,0,1,1,2.222222222222222,3.333333333333334,130,5.555555555555555,0,2.2222222222222223,1.1111111111111112
IR006CS,87,Math,-1.367084329642665,-2.076499539553298,0,0,1,0,0,18,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,87,Physics,-0.7589077373377755,-1.0132646386201971,0,4.444444444444445,1,0,0,18,0,1,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,88,Math,-1.367084329642665,-0.8714651298184557,0,0,1,0,1,17,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,88,Physics,-0.42954237385549776,-0.5089293927981544,0,4,1,0,1,17,0,1,0,4,2,104,6,0,4,0
IR006CS,89,Math,0.5231835656691844,0.0925623979694181,0,0,1,0,0,17,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,89,Physics,-0.7589077373377755,-0.256761769887133,0,4.444444444444445,1,0,0,17,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,90,Math,-0.18566689507275905,-2.558513303447235,0,0,1,0,0,18,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,90,Physics,-0.42954237385549776,-2.0219351302642825,0,4.444444444444445,1,0,0,18,0,0,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,91,Math,-0.42195038198674023,-0.8714651298184557,0,0,1,0,0,18,0,1,0,0,5,132.5,7.5,0,2.5,0
IR006CS,91,Physics,-0.42954237385549776,-1.0132646386201971,0,4.444444444444445,1,0,0,18,0,1,0,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,92,Math,-0.18566689507275905,-0.14844448397755036,0,0,1,0,0,18,0,0,1,0,5,132.5,7.5,0,2.5,0
IR006CS,92,Physics,-0.10017701037322008,-0.256761769887133,0,4.444444444444445,1,0,0,18,0,0,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,93,Math,-0.8945173558147025,0.3335692799163866,0,0,1,0,0,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,93,Physics,0.5585537165913353,0.24757347593490975,0,4.444444444444445,1,0,0,18,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,94,Math,-0.42195038198674023,0.574576161863355,0,0,1,0,0,19,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,94,Physics,0.2291883531090576,-1.0132646386201971,0,4.444444444444445,1,0,0,19,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
IR006CS,95,Math,-0.8945173558147025,-0.8714651298184557,0,0,1,0,0,18,0,0,0,0,5,132.5,7.5,0,2.5,0
IR006CS,95,Physics,-0.7589077373377755,-0.256761769887133,0,5.7142857142857135,1,0,0,18,0,0,0,2.8571428571428577,1.4285714285714288,107.14285714285714,4.285714285714286,0,2.8571428571428568,0
IR006CS,96,Math,-1.1308008427286838,-0.6304582478714873,0,0,1,0,1,18,0,1,1,0,5,132.5,7.5,0,2.5,0
IR006CS,96,Physics,-0.42954237385549776,-0.7610970157091758,0,4.444444444444445,1,0,1,18,0,1,1,3.333333333333334,1.1111111111111112,104.44444444444444,4.444444444444445,0,2.2222222222222223,0
